factor,environment,factor_value_numeric,n_seeds,per_member_rows,unique_rows,p,nominal_n_over_p,unique_n_over_p,id_rmse,far_nll,far_auroc,far_spearman,gram_condition
bootstrap,Ant-v5,0.3,27,1228.0,1061.0,201.0,6.109452736318409,5.278606965174129,0.6079630498532895,1.1461444784093786,0.9985130231481482,0.8697715632488376,218815851.92644486
bootstrap,Ant-v5,0.5,27,2048.0,1612.0,201.0,10.18905472636816,8.019900497512438,0.6030297367661087,1.1958353298681754,0.9985377727777779,0.8779378608396159,218815851.92644486
bootstrap,Ant-v5,0.99,27,4055.0,2574.0,201.0,20.174129353233834,12.805970149253731,0.5998749490137454,1.2099957112912778,0.9984303637037036,0.8695945283729707,218815851.92644486
bootstrap,HalfCheetah-v5,0.0,27,4096.0,4096.0,201.0,20.37810945273632,20.37810945273632,1.3210855854882135,3.258523808585273,0.9869853896296297,0.11223138533646095,4921419.672263591
bootstrap,HalfCheetah-v5,0.05,27,204.0,199.0,201.0,1.0149253731343284,0.9900497512437814,92.24609035915799,7.3837877732736095,0.9806794668518519,0.9371308010651965,4921419.672263591
bootstrap,HalfCheetah-v5,0.075,27,307.0,296.0,201.0,1.5273631840796023,1.4726368159203977,2.5569125458046242,3.8778806615758827,0.986881064074074,0.8950830199962818,4921419.672263591
bootstrap,HalfCheetah-v5,0.1,27,409.0,389.0,201.0,2.0348258706467663,1.935323383084577,1.7378289390493322,3.22012781213831,0.9869944694444444,0.8068561807919615,4921419.672263591
bootstrap,HalfCheetah-v5,0.15,27,614.0,570.0,201.0,3.0547263681592045,2.8358208955223883,1.4222041456787675,2.543863618815387,0.9874284351851853,0.5816930794125915,4921419.672263591
bootstrap,HalfCheetah-v5,0.2,27,819.0,742.0,201.0,4.074626865671642,3.691542288557214,1.3685736788643732,2.279188209109836,0.9868458005555555,0.41326828281291617,4921419.672263591
bootstrap,HalfCheetah-v5,0.3,27,1228.0,1061.0,201.0,6.109452736318409,5.278606965174129,1.3398027817408245,2.186953315028438,0.9872366683333333,0.28186701249774776,4921419.672263591
bootstrap,HalfCheetah-v5,0.5,27,2048.0,1612.0,201.0,10.18905472636816,8.019900497512438,1.3304944965574477,2.3277404882289745,0.9872190474074074,0.18708945718603398,4921419.672263591
bootstrap,HalfCheetah-v5,0.99,27,4055.0,2574.0,201.0,20.174129353233834,12.805970149253731,1.3226564327875774,2.710257331530253,0.9872551664814815,0.13631368964706864,4921419.672263591
bootstrap,Hopper-v5,0.0,27,4096.0,4096.0,201.0,20.37810945273632,20.37810945273632,0.18193451839464678,0.3215442429538126,0.9734842424074074,0.6090511708638234,14019650361.816238
bootstrap,Hopper-v5,0.05,27,204.0,199.0,201.0,1.0149253731343284,0.9900497512437814,9.18622703022427,4.980316638946533,0.9429858188888889,0.9303298373559505,14019650361.816238
bootstrap,Hopper-v5,0.075,27,307.0,296.0,201.0,1.5273631840796023,1.4726368159203977,0.20182319206220128,0.8486270286418773,0.9818684035185186,0.7876669535500599,14019650361.816238
bootstrap,Hopper-v5,0.1,27,409.0,389.0,201.0,2.0348258706467663,1.935323383084577,0.19181788961092627,0.6363798357822277,0.9826548851851852,0.7266652182430801,14019650361.816238
bootstrap,Hopper-v5,0.15,27,614.0,570.0,201.0,3.0547263681592045,2.8358208955223883,0.1870368730138849,0.4541433497711464,0.9840290735185185,0.6528916563664257,14019650361.816238
bootstrap,Hopper-v5,0.2,27,819.0,742.0,201.0,4.074626865671642,3.691542288557214,0.18510786692301429,0.4006008075343238,0.9816730127777779,0.6400287469518453,14019650361.816238
bootstrap,Hopper-v5,0.3,27,1228.0,1061.0,201.0,6.109452736318409,5.278606965174129,0.18357799560935406,0.3539498812622494,0.9806847922222223,0.6390582712292177,14019650361.816238
bootstrap,Hopper-v5,0.5,27,2048.0,1612.0,201.0,10.18905472636816,8.019900497512438,0.18275645264872795,0.3266298737790849,0.9791268049999999,0.6028319053161397,14019650361.816238
bootstrap,Hopper-v5,0.99,27,4055.0,2574.0,201.0,20.174129353233834,12.805970149253731,0.18226263865276615,0.33093194718714114,0.9757479107407407,0.6043501540708254,14019650361.816238
bootstrap,Humanoid-v5,0.0,27,4096.0,4096.0,201.0,20.37810945273632,20.37810945273632,60.1192828990795,4.096916861004299,0.3259328787037037,0.7664501907602369,144737371.32953584
bootstrap,Humanoid-v5,0.05,27,204.0,199.0,201.0,1.0149253731343284,0.9900497512437814,230.64879749439382,6.8300590691743075,0.7597679914814814,0.9556133277633864,144737371.32953584
bootstrap,Humanoid-v5,0.075,27,307.0,296.0,201.0,1.5273631840796023,1.4726368159203977,60.19753364280418,3.7667616738213434,0.45110428166666666,0.728695569632229,144737371.32953584
bootstrap,Humanoid-v5,0.1,27,409.0,389.0,201.0,2.0348258706467663,1.935323383084577,60.16091904816804,3.845741943076805,0.4013513009259259,0.7382436770720389,144737371.32953584
bootstrap,Humanoid-v5,0.15,27,614.0,570.0,201.0,3.0547263681592045,2.8358208955223883,60.13417802033601,3.929039540114226,0.3651673437037037,0.7554007104621931,144737371.32953584
bootstrap,Humanoid-v5,0.2,27,819.0,742.0,201.0,4.074626865671642,3.691542288557214,60.12778190330223,3.9680390534577548,0.3554180701851852,0.7571665683418117,144737371.32953584
bootstrap,Humanoid-v5,0.3,27,1228.0,1061.0,201.0,6.109452736318409,5.278606965174129,60.123224046495224,4.010165046762537,0.3443490824074074,0.756825451954022,144737371.32953584
