factor,environment,metric,anchor_value,factor_value,n_paired_seeds,mean_diff,ci95_lo,ci95_hi,materially_worse
rank,HalfCheetah-v5,far_nll,20.0,2.0,27,0.001131671446341113,-0.06434694543651559,0.06661028832919783,False
rank,HalfCheetah-v5,far_nll,20.0,5.0,27,-0.0071282784144083905,-0.051634080139691986,0.0373775233108752,False
rank,HalfCheetah-v5,far_nll,20.0,10.0,27,0.006156956707989728,-0.07133036779374818,0.08364428120972764,False
rank,HalfCheetah-v5,far_nll,20.0,15.0,27,-0.03024307445243552,-0.0845331984563408,0.024047049551469767,False
rank,HalfCheetah-v5,far_nll,20.0,30.0,27,0.017466779108400724,-0.02706456997828111,0.06199812819508256,False
rank,HalfCheetah-v5,far_nll,20.0,40.0,27,-0.002469751569959869,-0.05217746574209688,0.04723796260217714,False
rank,HalfCheetah-v5,far_auroc,20.0,1.0,27,-0.0016490287037037093,-0.002394915445834217,-0.0009031419615732016,False
rank,HalfCheetah-v5,far_auroc,20.0,2.0,27,-0.000999522222222199,-0.0019998698120661097,8.253676217115889e-07,False
rank,HalfCheetah-v5,far_auroc,20.0,5.0,27,-0.00013523240740739335,-0.0007923181831877174,0.0005218533683729308,False
rank,HalfCheetah-v5,far_auroc,20.0,10.0,27,-0.00020391129629630336,-0.0006949807129762891,0.00028715812038368244,False
rank,HalfCheetah-v5,far_auroc,20.0,15.0,27,-0.0001389646296296228,-0.0009234335070091629,0.0006455042477499172,False
rank,HalfCheetah-v5,far_auroc,20.0,30.0,27,-0.0006211637037036742,-0.0016980877644994896,0.00045576035709214116,False
rank,HalfCheetah-v5,far_auroc,20.0,40.0,27,-0.00048808166666665837,-0.0011327809522561991,0.00015661761892288235,False
rank,HalfCheetah-v5,far_spearman,20.0,1.0,27,0.03259353201639576,-0.01261746462264153,0.07780452865543305,False
rank,HalfCheetah-v5,far_spearman,20.0,2.0,27,-0.012731696123358519,-0.05768142788682031,0.032218035640103275,False
rank,HalfCheetah-v5,far_spearman,20.0,5.0,27,-0.012782893532246698,-0.05392409537986949,0.028358308315376096,False
rank,HalfCheetah-v5,far_spearman,20.0,10.0,27,-0.009135579551607471,-0.0490329353888874,0.030761776285672456,False
rank,HalfCheetah-v5,far_spearman,20.0,15.0,27,-0.018240159352713146,-0.057284303698779473,0.02080398499335318,False
rank,HalfCheetah-v5,far_spearman,20.0,30.0,27,-0.0038591612363370054,-0.0403900186509693,0.03267169617829529,False
rank,HalfCheetah-v5,far_spearman,20.0,40.0,27,-0.000574005246868767,-0.03225917916477289,0.031111168671035357,False
rank,Hopper-v5,id_rmse,20.0,1.0,27,0.010274081870361614,0.009304470261600573,0.011243693479122654,True
rank,Hopper-v5,id_rmse,20.0,2.0,27,0.00256094446888676,0.0021979583707047333,0.002923930567068787,False
rank,Hopper-v5,id_rmse,20.0,5.0,27,0.00036087245852859035,1.8862633685681534e-05,0.0007028822833714992,False
rank,Hopper-v5,id_rmse,20.0,10.0,27,0.00027272381164409395,4.576782423917382e-06,0.0005408708408642705,False
rank,Hopper-v5,id_rmse,20.0,15.0,27,0.00015363759464686536,-0.0004566426416569907,0.0007639178309507215,False
rank,Hopper-v5,id_rmse,20.0,30.0,27,-0.00017967654599084515,-0.00044676622608854266,8.741313410685233e-05,False
rank,Hopper-v5,id_rmse,20.0,40.0,27,6.504191292656485e-05,-0.00024749435917838865,0.00037757818503151837,False
rank,Hopper-v5,far_nll,20.0,1.0,27,0.36447469393412274,0.28716723232028607,0.4417821555479594,True
rank,Hopper-v5,far_nll,20.0,2.0,27,0.08273526970986966,0.044259865212315425,0.1212106742074239,False
rank,Hopper-v5,far_nll,20.0,5.0,27,0.027697633262033807,-0.010335145415795912,0.06573041193986352,False
rank,Hopper-v5,far_nll,20.0,10.0,27,0.013325599056703068,-0.02494842531954581,0.05159962343295194,False
rank,Hopper-v5,far_nll,20.0,15.0,27,0.002734876341289938,-0.0357717966219591,0.04124154930453897,False
rank,Hopper-v5,far_nll,20.0,30.0,27,0.015788313415315405,-0.02522987313200882,0.05680649996263963,False
rank,Hopper-v5,far_nll,20.0,40.0,27,0.010765320173016298,-0.024914545608629532,0.04644518595466213,False
rank,Hopper-v5,far_auroc,20.0,1.0,27,-0.01020349870370371,-0.014183834907759691,-0.0062231624996477285,False
rank,Hopper-v5,far_auroc,20.0,2.0,27,-0.00021141907407408713,-0.002623990711748702,0.002201152563600528,False
rank,Hopper-v5,far_auroc,20.0,5.0,27,0.001837227037037004,-0.0006427092500997135,0.0043171633241737215,False
rank,Hopper-v5,far_auroc,20.0,10.0,27,0.0019203038888888759,-0.0003504404002910909,0.004191048178068843,False
rank,Hopper-v5,far_auroc,20.0,15.0,27,0.0005627294444444447,-0.0012357830301275622,0.0023612419190164515,False
rank,Hopper-v5,far_auroc,20.0,30.0,27,0.0022559459259259324,0.00023167064225559832,0.004280221209596266,False
rank,Hopper-v5,far_auroc,20.0,40.0,27,0.0023504187037037003,0.0005409113435672251,0.004159926063840176,False
rank,Hopper-v5,far_spearman,20.0,1.0,27,-0.051754462175417675,-0.10469462263736762,0.001185698286532276,True
rank,Hopper-v5,far_spearman,20.0,2.0,27,-0.01733986413890229,-0.05706238086334899,0.022382652585544414,False
rank,Hopper-v5,far_spearman,20.0,5.0,27,-0.020436219898864082,-0.056468437280614014,0.015595997482885853,True
rank,Hopper-v5,far_spearman,20.0,10.0,27,-0.010469896127957868,-0.045865018033615645,0.024925225777699914,False
rank,Hopper-v5,far_spearman,20.0,15.0,27,-0.004512203885498952,-0.03629912547272768,0.027274717701729775,False
rank,Hopper-v5,far_spearman,20.0,30.0,27,-0.008423260462904312,-0.03859025092062672,0.021743729994818092,False
rank,Hopper-v5,far_spearman,20.0,40.0,27,-0.00292702063943775,-0.041141917713290496,0.035287876434415,False
rank,Humanoid-v5,id_rmse,20.0,1.0,27,0.003635689064309502,-0.0020088766511861425,0.009280254779805146,False
rank,Humanoid-v5,id_rmse,20.0,2.0,27,0.0006821243851281043,-0.003951649896670634,0.005315898666926842,False
rank,Humanoid-v5,id_rmse,20.0,5.0,27,0.0014525519476993895,-0.001769790716510228,0.004674894611909007,False
rank,Humanoid-v5,id_rmse,20.0,10.0,27,0.00031746758355087357,-0.0034173282475322593,0.004052263414634006,False
rank,Humanoid-v5,id_rmse,20.0,15.0,27,0.0005131474247682553,-0.002533842087075651,0.003560136936612162,False
rank,Humanoid-v5,id_rmse,20.0,30.0,27,0.00019907068323206018,-0.0027512650177703344,0.003149406384234455,False
rank,Humanoid-v5,id_rmse,20.0,40.0,27,0.00019539727105061038,-0.0029114577379652493,0.00330225228006647,False
rank,Humanoid-v5,far_nll,20.0,1.0,27,0.08570383213184493,0.0662084438918881,0.10519922037180177,False
rank,Humanoid-v5,far_nll,20.0,2.0,27,0.023527595731947158,0.014298165073446882,0.03275702639044743,False
rank,Humanoid-v5,far_nll,20.0,5.0,27,0.005406626948603828,-0.0010672979669734493,0.011880551864181105,False
rank,Humanoid-v5,far_nll,20.0,10.0,27,0.0021796756320528526,-0.004651158188878559,0.009010509452984265,False
rank,Humanoid-v5,far_nll,20.0,15.0,27,0.0009017785390217606,-0.00527849310676856,0.007082050184812082,False
rank,Humanoid-v5,far_nll,20.0,30.0,27,0.00016761709142604426,-0.006774409615621937,0.0071096437984740244,False
rank,Humanoid-v5,far_nll,20.0,40.0,27,-0.0033467169161196767,-0.011110897810046073,0.004417463977806721,False
rank,Humanoid-v5,far_auroc,20.0,1.0,27,-0.011674367222222225,-0.016160464598025413,-0.007188269846419035,False
rank,Humanoid-v5,far_auroc,20.0,2.0,27,-0.0030554911111111078,-0.006170410250746184,5.942802852396817e-05,False
rank,Humanoid-v5,far_auroc,20.0,5.0,27,0.0003289261111111223,-0.0024033100057900126,0.003061162228012257,False
rank,Humanoid-v5,far_auroc,20.0,10.0,27,-0.0003749868518518298,-0.0033509597390450167,0.002600986035341357,False
rank,Humanoid-v5,far_auroc,20.0,15.0,27,-0.0002774366666666532,-0.003400883803048551,0.002846010469715245,False
rank,Humanoid-v5,far_auroc,20.0,30.0,27,0.00012083092592591594,-0.002726755591352553,0.0029684174432043848,False
rank,Humanoid-v5,far_auroc,20.0,40.0,27,1.6927222222239497e-05,-0.0029345059850048043,0.0029683604294492836,False
rank,Humanoid-v5,far_spearman,20.0,1.0,27,0.007568033004583447,-0.0030034894786114567,0.01813955548777835,False
rank,Humanoid-v5,far_spearman,20.0,2.0,27,0.005637248167802101,-0.0046628406370793265,0.015937336972683527,False
rank,Humanoid-v5,far_spearman,20.0,5.0,27,0.002499604997162561,-0.004949442987966046,0.009948652982291167,False
rank,Humanoid-v5,far_spearman,20.0,10.0,27,0.003609086457560142,-0.006949568505752367,0.01416774142087265,False
rank,Humanoid-v5,far_spearman,20.0,15.0,27,0.005117714914459082,-0.0055367688270092676,0.01577219865592743,False
rank,Humanoid-v5,far_spearman,20.0,30.0,27,0.0038489092422596353,-0.007000419342595618,0.014698237827114888,False
rank,Humanoid-v5,far_spearman,20.0,40.0,27,0.004484456693939421,-0.006087052125949868,0.01505596551382871,False
rank,HumanoidStandup-v5,id_rmse,20.0,1.0,27,-0.03727114642107902,-0.17311183618950696,0.09856954334734894,False
rank,HumanoidStandup-v5,id_rmse,20.0,2.0,27,0.11914330941659433,-0.11831557466082203,0.3566021934940107,False
rank,HumanoidStandup-v5,id_rmse,20.0,5.0,27,0.014056947496202125,-0.06824713097579285,0.0963610259681971,False
rank,HumanoidStandup-v5,id_rmse,20.0,10.0,27,0.007062700059678819,-0.12296008461570476,0.1370854847350624,False
rank,HumanoidStandup-v5,id_rmse,20.0,15.0,27,0.05779626634385995,-0.12178525832979814,0.23737779101751805,False
rank,HumanoidStandup-v5,id_rmse,20.0,30.0,27,0.05424407676414207,-0.04990146120879699,0.15838961473708113,False
rank,HumanoidStandup-v5,id_rmse,20.0,40.0,27,0.021809330692998213,-0.10804043417125987,0.1516590955572563,False
rank,HumanoidStandup-v5,far_nll,20.0,1.0,27,0.22577442946257412,0.12682147015348763,0.32472738877166063,True
rank,HumanoidStandup-v5,far_nll,20.0,2.0,27,0.06487025154961483,-0.0165652040559678,0.14630570715519747,False
rank,HumanoidStandup-v5,far_nll,20.0,5.0,27,-0.01687978815149381,-0.07848932016030835,0.04472974385732073,False
rank,HumanoidStandup-v5,far_nll,20.0,10.0,27,0.014949480692545572,-0.030697246198456957,0.0605962075835481,False
rank,HumanoidStandup-v5,far_nll,20.0,15.0,27,0.03480902424565068,-0.01731020571309312,0.08692825420439448,False
rank,HumanoidStandup-v5,far_nll,20.0,30.0,27,0.006474106400101241,-0.04803678841728523,0.060985001217487705,False
rank,HumanoidStandup-v5,far_nll,20.0,40.0,27,0.007737883815058988,-0.047056806332563476,0.06253257396268146,False
rank,HumanoidStandup-v5,far_auroc,20.0,1.0,27,-0.020745409444444467,-0.027299962938199474,-0.01419085595068946,True
rank,HumanoidStandup-v5,far_auroc,20.0,2.0,27,-0.0029061285185185077,-0.007455917997070665,0.0016436609600336497,False
rank,HumanoidStandup-v5,far_auroc,20.0,5.0,27,-0.0002143549999999912,-0.0043484383363914135,0.00391972833639143,False
rank,HumanoidStandup-v5,far_auroc,20.0,10.0,27,0.00033865629629630737,-0.0030827257000226307,0.0037600382926152457,False
rank,HumanoidStandup-v5,far_auroc,20.0,15.0,27,0.000775794629629639,-0.004030072053433002,0.00558166131269228,False
rank,HumanoidStandup-v5,far_auroc,20.0,30.0,27,0.00023986037037038166,-0.0058574074355274165,0.00633712817626818,False
rank,HumanoidStandup-v5,far_auroc,20.0,40.0,27,-0.0013911427777777842,-0.006465086355246589,0.0036828007996910204,False
rank,HumanoidStandup-v5,far_spearman,20.0,1.0,27,-0.0035016619737300836,-0.027290395222707632,0.020287071275247467,False
rank,HumanoidStandup-v5,far_spearman,20.0,2.0,27,-0.006085523149767674,-0.02260092057567331,0.010429874276137965,False
rank,HumanoidStandup-v5,far_spearman,20.0,5.0,27,0.0005615917552887833,-0.01726163331809639,0.018384816828673958,False
rank,HumanoidStandup-v5,far_spearman,20.0,10.0,27,-0.005634557689759047,-0.01975649758294007,0.008487382203421975,False
rank,HumanoidStandup-v5,far_spearman,20.0,15.0,27,-0.014606375525732455,-0.03505919535619095,0.005846444304726046,False
rank,HumanoidStandup-v5,far_spearman,20.0,30.0,27,-0.0022686124584502705,-0.021348583668969686,0.016811358752069145,False
rank,HumanoidStandup-v5,far_spearman,20.0,40.0,27,-0.0033735873257365683,-0.022680996480961734,0.0159338218294886,False
rank,InvertedDoublePendulum-v5,id_rmse,20.0,1.0,26,0.03777366869438152,-0.007504797642737329,0.08305213503150037,True
rank,InvertedDoublePendulum-v5,id_rmse,20.0,2.0,26,0.006417402997612949,-0.01698177511314381,0.02981658110836971,True
rank,InvertedDoublePendulum-v5,id_rmse,20.0,5.0,26,0.04247682287286108,-0.003669691813943561,0.08862333755966573,True
rank,InvertedDoublePendulum-v5,id_rmse,20.0,10.0,26,0.0281297078069586,-0.005778823886773851,0.06203823950069105,True
rank,InvertedDoublePendulum-v5,id_rmse,20.0,15.0,26,0.03423251720288626,0.003357462067321324,0.0651075723384512,True
rank,InvertedDoublePendulum-v5,id_rmse,20.0,30.0,26,0.008123149593862207,-0.009667543630625075,0.025913842818349492,True
rank,InvertedDoublePendulum-v5,id_rmse,20.0,40.0,26,0.002934448994123012,-0.011210829671537944,0.017079727659783966,True
rank,InvertedDoublePendulum-v5,far_nll,20.0,1.0,26,0.3849420455785898,0.0015046165203422834,0.7683794746368373,True
rank,InvertedDoublePendulum-v5,far_nll,20.0,2.0,26,-0.012185642352470993,-0.257987557676459,0.23361627297151696,False
rank,InvertedDoublePendulum-v5,far_nll,20.0,5.0,26,0.25214510009838986,-0.119592481270697,0.6238826814674767,True
rank,InvertedDoublePendulum-v5,far_nll,20.0,10.0,26,0.23782329375927258,-0.10862477316206004,0.5842713606806051,True
rank,InvertedDoublePendulum-v5,far_nll,20.0,15.0,26,0.3534169907753285,-0.011206527536506916,0.718040509087164,True
rank,InvertedDoublePendulum-v5,far_nll,20.0,30.0,26,0.04365803186710061,-0.23683135814663808,0.3241474218808393,False
rank,InvertedDoublePendulum-v5,far_nll,20.0,40.0,26,-0.06568941703209508,-0.32820845476509103,0.19682962070090088,False
rank,InvertedDoublePendulum-v5,far_auroc,20.0,1.0,26,-0.0006177530769230777,-0.0013588702467005357,0.00012336409285438037,False
rank,InvertedDoublePendulum-v5,far_auroc,20.0,2.0,26,-9.225038461537685e-05,-0.0005480895051260715,0.00036358873589531775,False
rank,InvertedDoublePendulum-v5,far_auroc,20.0,5.0,26,-0.0006747507692307877,-0.0015438339822990482,0.00019433244383747293,False
rank,InvertedDoublePendulum-v5,far_auroc,20.0,10.0,26,-0.0010250496153846023,-0.0018930156723672945,-0.00015708355840191013,False
rank,InvertedDoublePendulum-v5,far_auroc,20.0,15.0,26,-0.000803496538461525,-0.001597722884161571,-9.270192761479112e-06,False
rank,InvertedDoublePendulum-v5,far_auroc,20.0,30.0,26,-0.000413631153846145,-0.0009525767407924919,0.00012531443310020198,False
rank,InvertedDoublePendulum-v5,far_auroc,20.0,40.0,26,-0.000431793076923067,-0.0012051906127847922,0.0003416044589386581,False
rank,InvertedDoublePendulum-v5,far_spearman,20.0,1.0,26,0.0026325680915819318,-0.022550347671044007,0.02781548385420787,False
rank,InvertedDoublePendulum-v5,far_spearman,20.0,2.0,26,-0.0012562833731929244,-0.021772565357210494,0.019259998610824645,False
rank,InvertedDoublePendulum-v5,far_spearman,20.0,5.0,26,0.00390744201902526,-0.02882308610893525,0.03663797014698577,False
rank,InvertedDoublePendulum-v5,far_spearman,20.0,10.0,26,0.01614228032717335,-0.006269417274415195,0.03855397792876189,False
rank,InvertedDoublePendulum-v5,far_spearman,20.0,15.0,26,0.015553768218595741,-0.009122033318473118,0.0402295697556646,False
rank,InvertedDoublePendulum-v5,far_spearman,20.0,30.0,26,0.013013062628029768,-0.01321789560382153,0.03924402085988107,False
rank,InvertedDoublePendulum-v5,far_spearman,20.0,40.0,26,0.0011444803829927306,-0.021226022372553263,0.023514983138538725,False
rank,InvertedPendulum-v5,id_rmse,20.0,1.0,26,0.00022992894698219984,6.127362641683681e-05,0.0003985842675475629,False
rank,InvertedPendulum-v5,id_rmse,20.0,2.0,26,0.00014358207296865776,-5.540424721289504e-05,0.00034256839315021054,False
rank,InvertedPendulum-v5,id_rmse,20.0,5.0,26,5.2668942281823184e-05,-0.0001159443806257456,0.00022128226518939198,False
rank,InvertedPendulum-v5,id_rmse,20.0,10.0,26,0.0008622485105521385,-0.0009755440688669985,0.0027000410899712755,True
rank,InvertedPendulum-v5,id_rmse,20.0,15.0,26,-6.392014284546152e-05,-0.00016915581042746525,4.1315524736542216e-05,False
rank,InvertedPendulum-v5,id_rmse,20.0,30.0,26,1.455454800563872e-05,-9.567722807905105e-05,0.0001247863240903285,False
rank,InvertedPendulum-v5,id_rmse,20.0,40.0,26,-1.9144875785492357e-05,-0.00012187376376478993,8.35840121938052e-05,False
rank,InvertedPendulum-v5,far_nll,20.0,1.0,26,0.14996792641110146,0.0694756460513006,0.23046020677090231,True
rank,InvertedPendulum-v5,far_nll,20.0,2.0,26,0.037137298844754696,-0.0011713197243084228,0.07544591741381781,False
rank,InvertedPendulum-v5,far_nll,20.0,5.0,26,0.009886815642508186,-0.02347359236389862,0.04324722364891499,False
rank,InvertedPendulum-v5,far_nll,20.0,10.0,26,0.013563061921069274,-0.021291052024445627,0.04841717586658417,False
rank,InvertedPendulum-v5,far_nll,20.0,15.0,26,0.02542939244841156,-0.022230954708312448,0.07308973960513557,False
rank,InvertedPendulum-v5,far_nll,20.0,30.0,26,-0.0020186433282035846,-0.04701138085112126,0.042974094194714096,False
rank,InvertedPendulum-v5,far_nll,20.0,40.0,26,-0.01694850910168424,-0.06705508778518826,0.033158069581819785,False
rank,InvertedPendulum-v5,far_auroc,20.0,1.0,26,-0.004449330961538416,-0.009369425674061398,0.0004707637509845644,False
rank,InvertedPendulum-v5,far_auroc,20.0,2.0,26,-0.0011806796153845944,-0.0056379256820597405,0.0032765664512905517,False
rank,InvertedPendulum-v5,far_auroc,20.0,5.0,26,-0.000958663461538432,-0.0034819786886053916,0.0015646517655285273,False
rank,InvertedPendulum-v5,far_auroc,20.0,10.0,26,0.001835608076923106,-0.004449057434470196,0.008120273588316409,False
rank,InvertedPendulum-v5,far_auroc,20.0,15.0,26,-0.00486357634615383,-0.0104022590217338,0.0006751063294261382,False
rank,InvertedPendulum-v5,far_auroc,20.0,30.0,26,-0.002645732499999989,-0.005487936917374413,0.0001964719173744348,False
rank,InvertedPendulum-v5,far_auroc,20.0,40.0,26,0.0007543050000000192,-0.002565539277145373,0.004074149277145412,False
rank,InvertedPendulum-v5,far_spearman,20.0,1.0,26,-0.0272500444617987,-0.04965925255757936,-0.004840836366018047,True
rank,InvertedPendulum-v5,far_spearman,20.0,2.0,26,-0.006446334027688252,-0.026515893260942645,0.01362322520556614,False
rank,InvertedPendulum-v5,far_spearman,20.0,5.0,26,-0.007155187897230112,-0.02405291504321315,0.009742539248752928,False
rank,InvertedPendulum-v5,far_spearman,20.0,10.0,26,0.006762641717267774,-0.01537889557893777,0.028904179013473315,False
rank,InvertedPendulum-v5,far_spearman,20.0,15.0,26,-0.0046409722979489695,-0.0202675549231197,0.010985610327221762,False
rank,InvertedPendulum-v5,far_spearman,20.0,30.0,26,-0.010783304807838902,-0.022295348571337067,0.0007287389556592649,False
rank,InvertedPendulum-v5,far_spearman,20.0,40.0,26,2.7864956337425158e-05,-0.015590414722114799,0.01564614463478965,False
rank,Pusher-v5,id_rmse,20.0,1.0,26,0.001112377700897377,0.0009893226729958387,0.0012354327287989152,False
rank,Pusher-v5,id_rmse,20.0,2.0,26,0.00033615672817597367,0.00026809015503468617,0.0004042233013172612,False
rank,Pusher-v5,id_rmse,20.0,5.0,26,6.521206635695824e-05,2.1419378769603795e-05,0.00010900475394431269,False
rank,Pusher-v5,id_rmse,20.0,10.0,26,2.5037532815569366e-05,-3.0204268329789965e-05,8.02793339609287e-05,False
rank,Pusher-v5,id_rmse,20.0,15.0,26,1.7825370797746565e-05,-2.6491921986323965e-05,6.21426635818171e-05,False
rank,Pusher-v5,id_rmse,20.0,30.0,26,-2.3111701011657447e-05,-6.329786274117482e-05,1.7074460717859923e-05,False
rank,Pusher-v5,id_rmse,20.0,40.0,26,-3.578528188741884e-05,-6.969640421449196e-05,-1.8741595603457263e-06,False
rank,Pusher-v5,far_nll,20.0,1.0,26,0.11206468022786656,0.08899098251585483,0.1351383779398783,True
rank,Pusher-v5,far_nll,20.0,2.0,26,0.034993167106921866,0.02258602905099235,0.04740030516285138,False
rank,Pusher-v5,far_nll,20.0,5.0,26,0.01085562660143926,0.001970817658689363,0.019740435544189156,False
rank,Pusher-v5,far_nll,20.0,10.0,26,0.008953238909061143,0.0008433609130013391,0.017063116905120947,False
rank,Pusher-v5,far_nll,20.0,15.0,26,0.005149192534960234,-0.007333490033468335,0.017631875103388803,False
rank,Pusher-v5,far_nll,20.0,30.0,26,0.007551019008343041,-0.0012090938315527013,0.016311131848238784,False
rank,Pusher-v5,far_nll,20.0,40.0,26,0.007918124015514675,-0.00193245293257574,0.01776870096360509,False
rank,Pusher-v5,far_auroc,20.0,1.0,26,-1.5852692307672686e-05,-3.430975500055464e-05,2.6043703852092693e-06,False
rank,Pusher-v5,far_auroc,20.0,2.0,26,-2.975384615355736e-06,-6.488097052266419e-06,5.373278215549467e-07,False
rank,Pusher-v5,far_auroc,20.0,5.0,26,-9.780769230723822e-07,-3.6825882055990158e-06,1.7264343594542514e-06,False
rank,Pusher-v5,far_auroc,20.0,10.0,26,-6.915384615288836e-07,-2.405246922249301e-06,1.0221699991915339e-06,False
rank,Pusher-v5,far_auroc,20.0,15.0,26,2.5653846155074905e-07,-1.347933287756602e-06,1.8610102108580999e-06,False
rank,Pusher-v5,far_auroc,20.0,30.0,26,-1.0726923076849363e-06,-3.307168103379855e-06,1.1617834880099826e-06,False
rank,Pusher-v5,far_auroc,20.0,40.0,26,8.64615384629999e-07,-1.326696314766539e-07,1.861900400736652e-06,False
rank,Pusher-v5,far_spearman,20.0,1.0,26,-0.059201021494335634,-0.07465465678545283,-0.04374738620321844,True
rank,Pusher-v5,far_spearman,20.0,2.0,26,-0.022059047930084695,-0.032090284677160796,-0.012027811183008592,True
rank,Pusher-v5,far_spearman,20.0,5.0,26,-0.003425551959333635,-0.012218323599585926,0.005367219680918655,False
rank,Pusher-v5,far_spearman,20.0,10.0,26,-0.0062155452548674234,-0.013365929222304482,0.0009348387125696347,False
rank,Pusher-v5,far_spearman,20.0,15.0,26,0.0008449091472381667,-0.005690191104566911,0.0073800093990432445,False
rank,Pusher-v5,far_spearman,20.0,30.0,26,-0.0008244712224101264,-0.007966357996688038,0.006317415551867785,False
rank,Pusher-v5,far_spearman,20.0,40.0,26,-0.005774278895993019,-0.013480774768763904,0.0019322169767778657,False
rank,Reacher-v5,id_rmse,20.0,1.0,26,0.0020670827764731224,0.0016444620666227624,0.002489703486323482,False
rank,Reacher-v5,id_rmse,20.0,2.0,26,0.0005067976621481062,5.8347872731900246e-06,0.0010077605370230223,False
rank,Reacher-v5,id_rmse,20.0,5.0,26,-4.476939256374012e-05,-0.0004452638200138046,0.0003557250348863243,False
rank,Reacher-v5,id_rmse,20.0,10.0,26,0.00014271816382041878,-0.00030872535871186347,0.000594161686352701,False
rank,Reacher-v5,id_rmse,20.0,15.0,26,-0.00013516241541275238,-0.0006051184389124731,0.00033479360808696826,False
rank,Reacher-v5,id_rmse,20.0,30.0,26,0.0001430783707361955,-0.00038427448469311376,0.0006704312261655047,False
rank,Reacher-v5,id_rmse,20.0,40.0,26,0.00034392797029935074,-0.00011312395273756258,0.0008009798933362641,False
rank,Reacher-v5,far_nll,20.0,1.0,26,-0.0007505284335750808,-0.006290063442490987,0.0047890065753408255,False
rank,Reacher-v5,far_nll,20.0,2.0,26,-0.003112145484640043,-0.01026806135903855,0.0040437703897584654,False
rank,Reacher-v5,far_nll,20.0,5.0,26,-0.004149802888815219,-0.008015136666831778,-0.00028446911079865874,False
rank,Reacher-v5,far_nll,20.0,10.0,26,-0.003941070288419724,-0.008197854377568314,0.0003157138007288656,False
rank,Reacher-v5,far_nll,20.0,15.0,26,-0.002920404434777223,-0.008129415490918408,0.002288606621363962,False
rank,Reacher-v5,far_nll,20.0,30.0,26,-0.0017111387390356808,-0.00721085898984867,0.003788581511777308,False
rank,Reacher-v5,far_nll,20.0,40.0,26,-0.005016239359974858,-0.010417560957839828,0.0003850822378901131,False
rank,Reacher-v5,far_auroc,20.0,1.0,26,-4.216230769228989e-05,-0.00033386301079128047,0.0002495383954067007,False
rank,Reacher-v5,far_auroc,20.0,2.0,26,-6.680961538462888e-05,-0.00031688769101115635,0.00018326846024189862,False
rank,Reacher-v5,far_auroc,20.0,5.0,26,-3.633365384616475e-05,-0.0002564734858526186,0.0001838061781602891,False
rank,Reacher-v5,far_auroc,20.0,10.0,26,2.266653846154056e-05,-0.00018590767029175225,0.00023124074721483337,False
rank,Reacher-v5,far_auroc,20.0,15.0,26,-3.2801923076923695e-05,-0.0003057640480579559,0.0002401602019041085,False
rank,Reacher-v5,far_auroc,20.0,30.0,26,8.776653846152945e-05,-0.00010662439756698823,0.00028215747449004714,False
rank,Reacher-v5,far_auroc,20.0,40.0,26,1.5905769230764373e-05,-0.00021234280288523716,0.0002441543413467659,False
rank,Reacher-v5,far_spearman,20.0,1.0,26,-0.009218476678757402,-0.019446677532325696,0.0010097241748108915,False
rank,Reacher-v5,far_spearman,20.0,2.0,26,-0.004052483566756556,-0.012702896430182265,0.004597929296669153,False
rank,Reacher-v5,far_spearman,20.0,5.0,26,0.005406367205486659,-0.0017250017290256431,0.012537736139998961,False
rank,Reacher-v5,far_spearman,20.0,10.0,26,0.0037753453092719356,-0.0028888260400175957,0.010439516658561467,False
rank,Reacher-v5,far_spearman,20.0,15.0,26,0.0033624734476563204,-0.004063179257535204,0.010788126152847844,False
rank,Reacher-v5,far_spearman,20.0,30.0,26,0.0033218263146072525,-0.0035607031143634303,0.010204355743577935,False
rank,Reacher-v5,far_spearman,20.0,40.0,26,0.000686767773706563,-0.0065690960460336335,0.007942631593446759,False
rank,Swimmer-v5,id_rmse,20.0,1.0,27,0.02161099451283613,-0.014846632636611526,0.058068621662283784,True
rank,Swimmer-v5,id_rmse,20.0,2.0,27,0.03577672359016207,-0.01355850106524046,0.08511194824556459,True
rank,Swimmer-v5,id_rmse,20.0,5.0,27,-0.0030154238144556676,-0.03347957286036687,0.027448725231455536,False
rank,Swimmer-v5,id_rmse,20.0,10.0,27,0.008939316082331858,-0.02168131098362383,0.03955994314828754,True
rank,Swimmer-v5,id_rmse,20.0,15.0,27,0.0027602597105282254,-0.022423233204274667,0.027943752625331116,False
rank,Swimmer-v5,id_rmse,20.0,30.0,27,0.0070482305492515765,-0.02274187379304735,0.0368383348915505,True
rank,Swimmer-v5,id_rmse,20.0,40.0,27,0.0037898810373412106,-0.03016474458215113,0.03774450665683355,True
rank,Swimmer-v5,far_nll,20.0,1.0,27,0.031052068427757033,-0.346487875248354,0.4085920121038681,False
rank,Swimmer-v5,far_nll,20.0,2.0,27,0.18714577842641766,-0.21288678821383356,0.5871783450666689,True
rank,Swimmer-v5,far_nll,20.0,5.0,27,-0.11106190637305931,-0.44008490033950404,0.21796108759338545,False
rank,Swimmer-v5,far_nll,20.0,10.0,27,0.06624996220624005,-0.27727373339435435,0.4097736578068344,False
rank,Swimmer-v5,far_nll,20.0,15.0,27,-0.149832511389697,-0.4760376500287701,0.17637262724937608,False
rank,Swimmer-v5,far_nll,20.0,30.0,27,-0.09251200049011793,-0.37122563008335985,0.186201629103124,False
