environment,seed,factor,factor_value,factor_value_numeric,anchor_value,relative_to_anchor,status,error_message,git_commit,ridge_center,scale,subspace_dimension_K,ensemble_size_M,bootstrap_fraction,calibration_size,calibration_pool_size,per_member_calibration_size,unique_calibration_rows,feature_dimension_p,nominal_n_over_p,unique_n_over_p,layer_scope,direction_family,id_rmse,id_nll,id_total_variance,id_residual,near_rmse,near_nll,near_auroc,mid_rmse,mid_nll,mid_auroc,far_rmse,far_nll,far_auroc,far_spearman,construction_time_sec,gram_rank,gram_min_eig,gram_condition,normalized_ridge,mean_delta_w_norm,notes
Ant-v5,0,rank,20,20,20,1.0,ok,,70fb480,zero,8.0,20,50,0.1,409,4096,409,389,201,2.0348258706467663,1.935323383084577,multi,random,0.6060355305671692,-2.2123353481292725,1.0008518695831299,0.031904561341827675,0.8773607015609741,0.3100222051143646,0.8668258499999999,1.09101402759552,0.6205084323883057,0.9017334350000001,3.028184175491333,1.1433402299880981,0.99766426,0.8420367098669976,0.5846259593963623,200,1.4116447054705586e-28,240060239.54751968,4.2125347326339627e-07,8.004514694213867,
Ant-v5,0,rank,40,40,20,2.0,ok,,70fb480,zero,8.0,40,50,0.1,409,4096,409,389,201,2.0348258706467663,1.935323383084577,multi,random,0.6215388774871826,-2.2334470748901367,0.8424454927444458,0.03246119780309413,0.9971243143081665,0.2843289077281952,0.8759836849999999,1.2343207597732544,0.46574243903160095,0.9194150899999999,3.2545366287231445,1.2518470287322998,0.9984451,0.7641907902693708,0.6024277210235596,197,1.9190674322546487e-28,297897657.3573337,3.8713332217550335e-07,7.995309829711914,
Ant-v5,0,rank,10,10,20,0.5,ok,,70fb480,zero,8.0,10,50,0.1,409,4096,409,389,201,2.0348258706467663,1.935323383084577,multi,random,0.6086216568946838,-2.2337889671325684,0.8627427220344543,0.0352906562477735,0.9772409200668335,0.3671656548976898,0.8551795999999999,1.1912897825241089,0.627212643623352,0.8950726200000001,3.3323371410369873,1.2650134563446045,0.9985788,0.8541494702588693,0.5112183094024658,197,1.343820598550012e-28,295550795.90581274,3.554924455729582e-07,7.995678901672363,
Ant-v5,0,rank,15,15,20,0.75,ok,,70fb480,zero,8.0,15,50,0.1,409,4096,409,389,201,2.0348258706467663,1.935323383084577,multi,random,0.6212671399116516,-2.230347156524658,0.881569504737854,0.031153895635919915,0.9347017407417297,0.3837318420410156,0.861518005,1.130707859992981,0.6246160864830017,0.89548519,3.2111783027648926,1.2436959743499756,0.99840927,0.808262351371898,0.5820024013519287,199,1.2049472502430453e-28,260174987.2741653,3.9823580077459465e-07,7.988827228546143,
Ant-v5,0,rank,30,30,20,1.5,ok,,70fb480,zero,8.0,30,50,0.1,409,4096,409,389,201,2.0348258706467663,1.935323383084577,multi,random,0.609401285648346,-2.231621026992798,0.8459770083427429,0.03218815944139236,0.9349657297134399,0.31951653957366943,0.855565575,1.1458340883255005,0.5997031927108765,0.8938851149999999,2.9639744758605957,1.1533936262130737,0.9982497100000001,0.8578415856927099,0.6221261024475098,197,1.7073908897617334e-28,279330797.1167884,3.95768436774892e-07,7.997932434082031,
Ant-v5,0,bootstrap,0.0,0.0,0.1,0.0,ok,,70fb480,zero,8.0,20,50,0.0,4096,4096,4096,4096,201,20.378109452736318,20.378109452736318,multi,random,0.5793824791908264,-2.222454786300659,0.45245692133903503,0.031904561341827675,0.8087388277053833,1.5248138904571533,0.7340596500000001,0.9147641658782959,1.8425366878509521,0.8138261500000001,2.622100353240967,1.0649235248565674,0.9992017599999999,0.8273794159162763,0.5657110214233398,200,1.4116447054705586e-28,240060239.54751968,4.2125347326339627e-07,8.004514694213867,
Ant-v5,0,bootstrap,0.05,0.05,0.1,0.5,ok,,70fb480,zero,8.0,20,50,0.05,204,4096,204,199,201,1.0149253731343284,0.9900497512437811,multi,random,0.6450480818748474,-2.0210931301116943,1.6627202033996582,0.031904561341827675,0.9616450667381287,0.045548971742391586,0.851933015,1.2675365209579468,0.27851858735084534,0.875636145,3.4735336303710938,1.238215684890747,0.99718831,0.8759465126019764,0.886204719543457,200,1.4116447054705586e-28,240060239.54751968,4.2125347326339627e-07,8.004514694213867,
Ant-v5,0,bootstrap,0.1,0.1,0.1,1.0,ok,,70fb480,zero,8.0,20,50,0.1,409,4096,409,389,201,2.0348258706467663,1.935323383084577,multi,random,0.6060355305671692,-2.2123353481292725,1.0008518695831299,0.031904561341827675,0.8773607015609741,0.3100222051143646,0.8668258499999999,1.09101402759552,0.6205084323883057,0.9017334350000001,3.028184175491333,1.1433402299880981,0.99766426,0.8420367098669976,0.5638370513916016,200,1.4116447054705586e-28,240060239.54751968,4.2125347326339627e-07,8.004514694213867,
Ant-v5,0,bootstrap,0.2,0.2,0.1,2.0,ok,,70fb480,zero,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,0.5896145105361938,-2.26766300201416,0.6178417801856995,0.031904561341827675,0.8493427038192749,0.6027085781097412,0.8456796900000001,1.0137970447540283,0.8846051692962646,0.895946335,2.7347311973571777,1.1511008739471436,0.9989300600000001,0.7500835396118363,0.8834424018859863,200,1.4116447054705586e-28,240060239.54751968,4.2125347326339627e-07,8.004514694213867,
Ant-v5,0,bootstrap,0.3,0.3,0.1,2.9999999999999996,ok,,70fb480,zero,8.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.5897736549377441,-2.2415332794189453,0.5790522694587708,0.031904561341827675,0.8356021642684937,0.7476563453674316,0.8318052899999999,0.9870799779891968,1.001991629600525,0.889851025,2.652052402496338,1.2382118701934814,0.99942117,0.8271424734363132,4.5071258544921875,200,1.4116447054705586e-28,240060239.54751968,4.2125347326339627e-07,8.004514694213867,
Ant-v5,0,bootstrap,0.5,0.5,0.1,5.0,ok,,70fb480,zero,8.0,20,50,0.5,2048,4096,2048,1612,201,10.189054726368159,8.019900497512438,multi,random,0.5878084301948547,-2.252554416656494,0.6290971040725708,0.031904561341827675,0.8254284858703613,0.9646422863006592,0.8043660300000001,0.9775196313858032,1.235733985900879,0.8782209200000001,2.865938186645508,1.3193111419677734,0.9992079899999999,0.8797776794583341,0.877537727355957,200,1.4116447054705586e-28,240060239.54751968,4.2125347326339627e-07,8.004514694213867,
Ant-v5,0,bootstrap,0.99,0.99,0.1,9.899999999999999,ok,,70fb480,zero,8.0,20,50,0.99,4055,4096,4055,2574,201,20.17412935323383,12.805970149253731,multi,random,0.5844491720199585,-2.218596935272217,0.5005379915237427,0.031904561341827675,0.8355877995491028,1.1986043453216553,0.772605355,0.9997209310531616,1.510999321937561,0.85542034,3.1076817512512207,1.3258566856384277,0.99955852,0.8342233202222439,0.8602066040039062,200,1.4116447054705586e-28,240060239.54751968,4.2125347326339627e-07,8.004514694213867,
