environment,factor,id_rmse_range,far_nll_range,far_auroc_range,far_spearman_range,id_rmse_anchor,far_nll_anchor,far_auroc_anchor,far_spearman_anchor
Pusher-v5,bootstrap,0.08137501775841956,0.47653595988567055,0.0003503819230769034,0.15529896573177948,0.054730357888799444,0.7112529140252334,0.9999968969230768,0.8618079807495025
Pusher-v5,calib,0.08375234677708904,1.4081871647101183,0.000367306346153895,0.10736833464648077,0.054730357888799444,0.7112529140252334,0.9999968969230768,0.8618079807495025
Pusher-v5,ridge,0.01581256248694596,2.93477103801874,0.002497650192307521,0.0762786904438103,0.054730357888799444,0.7112529140252334,0.9999968969230768,0.8618079807495025
Pusher-v5,layer,0.0008537602269903356,0.19501779858882606,8.409615384397107e-06,0.01750727295098853,0.054730357888799444,0.7112529140252334,0.9999968969230768,0.8618079807495025
InvertedPendulum-v5,scale,10.71146212228364,1.900835889749802,0.05760277903846156,0.4329891708577157,0.015547427169692058,-0.7121493957506922,0.9186127555769231,0.72573337910235
InvertedPendulum-v5,rank,0.05957054136925426,0.1669164355127858,0.0066991844230770425,0.034012686179066276,0.015547427169692058,-0.7121493957506922,0.9186127555769231,0.72573337910235
InvertedPendulum-v5,bootstrap,0.011916244472686344,2.2078877948940945,0.05504121923076932,0.19964016474142998,0.015547427169692058,-0.7121493957506922,0.9186127555769231,0.72573337910235
InvertedPendulum-v5,calib,0.05923743650306214,0.6433589378228555,0.02398500480769239,0.1060592609305957,0.015547427169692058,-0.7121493957506922,0.9186127555769231,0.72573337910235
InvertedPendulum-v5,ridge,7.6401431427857265,1.8807419870908442,0.07098196134615387,0.35820547591653107,0.015547427169692058,-0.7121493957506922,0.9186127555769231,0.72573337910235
InvertedPendulum-v5,layer,0.015138079047572759,4.367200145712839,0.0627117607692309,0.28968336816030565,0.015547427169692058,-0.7121493957506922,0.9186127555769231,0.72573337910235
InvertedDoublePendulum-v5,scale,22.27814046877622,3.1687258940476637,0.0028801651923076044,0.0901319795599933,0.042665558795516305,1.4183602333068848,0.9957522492307691,0.9338810579870973
InvertedDoublePendulum-v5,rank,0.9955763869504257,0.4506314626106851,0.0010250496153845212,0.0173985637003663,0.042665558795516305,1.4183602333068848,0.9957522492307691,0.9338810579870973
InvertedDoublePendulum-v5,bootstrap,1.92904953076797,1.4168452253708472,0.0022511559615384646,0.049370782237797894,0.042665558795516305,1.4183602333068848,0.9957522492307691,0.9338810579870973
InvertedDoublePendulum-v5,calib,1.608649429540428,1.023005015574969,0.0004948428846153208,0.052184837367108994,0.042665558795516305,1.4183602333068848,0.9957522492307691,0.9338810579870973
InvertedDoublePendulum-v5,ridge,17.364089904498798,2.948716220947412,0.0025695761538460093,0.06365879149754505,0.042665558795516305,1.4183602333068848,0.9957522492307691,0.9338810579870973
InvertedDoublePendulum-v5,layer,0.027519391739313167,0.11511817574501038,0.00018360057692290432,0.0012103401588774432,0.042665558795516305,1.4183602333068848,0.9957522492307691,0.9338810579870973
