environment,seed,factor,factor_value,factor_value_numeric,anchor_value,relative_to_anchor,status,error_message,git_commit,ridge_center,scale,subspace_dimension_K,ensemble_size_M,bootstrap_fraction,calibration_size,calibration_pool_size,per_member_calibration_size,unique_calibration_rows,feature_dimension_p,nominal_n_over_p,unique_n_over_p,layer_scope,direction_family,id_rmse,id_nll,id_total_variance,id_residual,near_rmse,near_nll,near_auroc,mid_rmse,mid_nll,mid_auroc,far_rmse,far_nll,far_auroc,far_spearman,construction_time_sec,gram_rank,gram_min_eig,gram_condition,normalized_ridge,mean_delta_w_norm,notes
Ant-v5,0,bootfull,0.0,0.0,0.1,0.0,ok,,70fb480-calibfix,zero,8.0,20,50,0.0,10000,10000,10000,10000,201,49.75124378109453,49.75124378109453,multi,random,0.5786049962043762,-2.2231853008270264,0.42501023411750793,0.024779761661930765,0.8116875886917114,1.805616855621338,0.68994978,0.891762375831604,2.3099143505096436,0.7449477,1.7304532527923584,1.5529744625091553,0.99495023,0.5604958510183216,1.536971092224121,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,0,bootfull,0.01,0.01,0.1,0.09999999999999999,ok,,70fb480-calibfix,zero,8.0,20,50,0.01,100,10000,100,100,201,0.4975124378109453,0.4975124378109453,multi,random,0.5857675075531006,-2.0898048877716064,0.7208355665206909,0.024779761661930765,0.8309573531150818,-0.30642956495285034,0.829455595,0.9656440019607544,-0.1531008630990982,0.87279129,1.9117592573165894,1.7196825742721558,0.9944637899999998,0.6106781405322775,0.9121615886688232,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,0,bootfull,0.02,0.02,0.1,0.19999999999999998,ok,,70fb480-calibfix,zero,8.0,20,50,0.02,200,10000,200,198,201,0.9950248756218906,0.9850746268656716,multi,random,0.6322036385536194,-2.041843891143799,1.1297926902770996,0.024779761661930765,1.0114365816116333,-0.06788574904203415,0.8424253949999999,1.3297635316848755,0.12153641879558563,0.87764564,3.2669782638549805,1.138987421989441,0.9975668799999999,0.7927815059104634,0.9534420967102051,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,0,bootfull,0.03,0.03,0.1,0.3,ok,,70fb480-calibfix,zero,8.0,20,50,0.03,300,10000,300,296,201,1.492537313432836,1.472636815920398,multi,random,0.6165856719017029,-2.1495931148529053,1.1880065202713013,0.024779761661930765,0.9598612785339355,0.14656420052051544,0.8683396049999998,1.1496087312698364,0.37293097376823425,0.89703451,3.2674310207366943,1.1894043684005737,0.99763372,0.7649794420875639,0.9377808570861816,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,0,bootfull,0.05,0.05,0.1,0.5,ok,,70fb480-calibfix,zero,8.0,20,50,0.05,500,10000,500,488,201,2.487562189054726,2.427860696517413,multi,random,0.6130498647689819,-2.242544412612915,0.9271125197410583,0.024779761661930765,0.9346404671669006,0.39644625782966614,0.85964633,1.1444027423858643,0.6199829578399658,0.9085037199999999,2.922981023788452,1.2220306396484375,0.9977677300000001,0.840342100858984,3.7077369689941406,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,0,bootfull,0.1,0.1,0.1,1.0,ok,,70fb480-calibfix,zero,8.0,20,50,0.1,1000,10000,1000,952,201,4.975124378109452,4.736318407960199,multi,random,0.5949825644493103,-2.276319980621338,0.5938549637794495,0.024779761661930765,0.8723280429840088,0.7674924731254578,0.82182993,1.0429543256759644,1.0175434350967407,0.8865285099999999,2.5119519233703613,1.1013054847717285,0.99894201,0.7918876323096276,0.7586400508880615,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,0,bootfull,0.2,0.2,0.1,2.0,ok,,70fb480-calibfix,zero,8.0,20,50,0.2,2000,10000,2000,1813,201,9.950248756218905,9.019900497512438,multi,random,0.5862435698509216,-2.223252296447754,0.5596033334732056,0.024779761661930765,0.841127336025238,1.099048376083374,0.79588325,1.0008034706115723,1.3606646060943604,0.8688028,2.7811827659606934,1.1865044832229614,0.9991629700000001,0.7818373246717553,0.9226641654968262,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,0,bootfull,0.3,0.3,0.1,2.9999999999999996,ok,,70fb480-calibfix,zero,8.0,20,50,0.3,3000,10000,3000,2592,201,14.925373134328359,12.895522388059701,multi,random,0.5866114497184753,-2.2203099727630615,0.5502538084983826,0.024779761661930765,0.8298417925834656,1.2595100402832031,0.7827822700000001,0.9659595489501953,1.5710374116897583,0.8659086949999999,2.709603786468506,1.2694095373153687,0.9992018300000001,0.8557961022190959,1.10487961769104,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,0,bootfull,0.5,0.5,0.1,5.0,ok,,70fb480-calibfix,zero,8.0,20,50,0.5,5000,10000,5000,3935,201,24.875621890547265,19.577114427860696,multi,random,0.580186665058136,-2.2217013835906982,0.46245771646499634,0.024779761661930765,0.8118678331375122,1.463700294494629,0.748018745,0.925338089466095,1.8119292259216309,0.8225418,2.449876546859741,1.218596339225769,0.9994802,0.8350135539596506,1.0969667434692383,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,0,bootfull,0.99,0.99,0.1,9.899999999999999,ok,,70fb480-calibfix,zero,8.0,20,50,0.99,9900,10000,9900,6284,201,49.25373134328358,31.263681592039802,multi,random,0.5788069367408752,-2.2229115962982178,0.432670921087265,0.024779761661930765,0.8074820041656494,1.6080600023269653,0.7231064,0.8912758231163025,2.0435657501220703,0.78946944,2.1335370540618896,1.0276635885238647,0.9984336699999999,0.7269343895138863,1.0085699558258057,201,0.0010134967983460872,52307686.88471291,1.7465393295852947e-07,8.004514694213867,
Ant-v5,1,bootfull,0.0,0.0,0.1,0.0,ok,,70fb480-calibfix,zero,8.0,20,50,0.0,10000,10000,10000,10000,201,49.75124378109453,49.75124378109453,multi,random,0.6190202832221985,-2.043724775314331,0.34021252393722534,0.03244129133676531,0.7962844371795654,0.18331190943717957,0.6709388150000001,0.8092015385627747,5.151428699493408,0.7707301750000001,1.4430434703826904,1.7142728567123413,0.978961735,0.24665949448851476,1.4768686294555664,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
Ant-v5,1,bootfull,0.01,0.01,0.1,0.09999999999999999,ok,,70fb480-calibfix,zero,8.0,20,50,0.01,100,10000,100,100,201,0.4975124378109453,0.4975124378109453,multi,random,0.629410982131958,-1.910781979560852,0.5765626430511475,0.03244129133676531,0.8117516040802002,-0.5039404630661011,0.872203725,0.8682019710540771,5.156148910522461,0.891214125,1.570385217666626,2.355088949203491,0.9873506150000001,0.3462122074443539,0.9804062843322754,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
Ant-v5,1,bootfull,0.02,0.02,0.1,0.19999999999999998,ok,,70fb480-calibfix,zero,8.0,20,50,0.02,200,10000,200,198,201,0.9950248756218906,0.9850746268656716,multi,random,0.7349215745925903,-1.7631016969680786,1.4805629253387451,0.03244129133676531,1.333983302116394,-0.1400291919708252,0.86584286,1.9683010578155518,0.2763756513595581,0.92098714,4.995000839233398,1.2416129112243652,0.99738565,0.84202058218231,1.0030710697174072,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
Ant-v5,1,bootfull,0.03,0.03,0.1,0.3,ok,,70fb480-calibfix,zero,8.0,20,50,0.03,300,10000,300,296,201,1.492537313432836,1.472636815920398,multi,random,0.7136890292167664,-1.8652206659317017,1.1973631381988525,0.03244129133676531,1.2252382040023804,-0.05381084233522415,0.8814755649999999,1.9712246656417847,0.46662265062332153,0.9254509999999999,5.741024017333984,1.4082874059677124,0.99846246,0.8274670978171533,0.948167085647583,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
Ant-v5,1,bootfull,0.05,0.05,0.1,0.5,ok,,70fb480-calibfix,zero,8.0,20,50,0.05,500,10000,500,488,201,2.487562189054726,2.427860696517413,multi,random,0.7022712230682373,-1.9552068710327148,1.3093023300170898,0.03244129133676531,1.0908538103103638,0.060937508940696716,0.881951225,1.9726523160934448,0.5748289227485657,0.9380865700000001,6.199740886688232,1.505898356437683,0.9977811050000001,0.8401016065576176,0.9491345882415771,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
Ant-v5,1,bootfull,0.1,0.1,0.1,1.0,ok,,70fb480-calibfix,zero,8.0,20,50,0.1,1000,10000,1000,952,201,4.975124378109452,4.736318407960199,multi,random,0.6673554182052612,-1.993247628211975,0.8084787130355835,0.03244129133676531,1.020896077156067,0.1602456122636795,0.859721425,1.5863063335418701,0.6687178611755371,0.9249476650000001,5.372919082641602,1.512434959411621,0.99877568,0.7889625964327266,0.841130256652832,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
Ant-v5,1,bootfull,0.2,0.2,0.1,2.0,ok,,70fb480-calibfix,zero,8.0,20,50,0.2,2000,10000,2000,1813,201,9.950248756218905,9.019900497512438,multi,random,0.6306687593460083,-2.0227253437042236,0.48267850279808044,0.03244129133676531,0.8983926177024841,0.1818167269229889,0.8195067949999999,1.5175151824951172,0.7483659982681274,0.9060129200000001,4.933592796325684,1.3687800168991089,0.9992877700000001,0.9056897170528972,0.9462575912475586,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
Ant-v5,1,bootfull,0.3,0.3,0.1,2.9999999999999996,ok,,70fb480-calibfix,zero,8.0,20,50,0.3,3000,10000,3000,2592,201,14.925373134328359,12.895522388059701,multi,random,0.6242275238037109,-2.0309090614318848,0.4190112352371216,0.03244129133676531,0.8519001007080078,0.15375611186027527,0.776023895,1.1201063394546509,1.0215281248092651,0.87620602,3.7243804931640625,1.318546175956726,0.99916769,0.8711035477696488,0.9870069026947021,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
Ant-v5,1,bootfull,0.5,0.5,0.1,5.0,ok,,70fb480-calibfix,zero,8.0,20,50,0.5,5000,10000,5000,3935,201,24.875621890547265,19.577114427860696,multi,random,0.6207600235939026,-2.0379586219787598,0.3752667307853699,0.03244129133676531,0.8040345311164856,0.1430768519639969,0.731855995,0.9353067278862,1.1542478799819946,0.8370055599999999,2.4181723594665527,1.1349259614944458,0.9984318750000001,0.798696702186967,1.0074124336242676,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
Ant-v5,1,bootfull,0.99,0.99,0.1,9.899999999999999,ok,,70fb480-calibfix,zero,8.0,20,50,0.99,9900,10000,9900,6284,201,49.25373134328358,31.263681592039802,multi,random,0.619192361831665,-2.0419423580169678,0.3439312279224396,0.03244129133676531,0.8021106123924255,0.18356263637542725,0.710239305,0.8438984751701355,2.8915109634399414,0.8169139249999999,1.748051404953003,1.2070552110671997,0.9960218799999999,0.5719488884543523,0.9808559417724609,201,0.014222766380810613,4029196.7715430083,1.4852388554150877e-07,8.002473831176758,
