r_target,realized_r_median,realized_r_min,realized_r_max,lambda,M,n_cal,top1,top1_std,delta_top1_pp,lcb_pp,ucb_pp,bootstrap_point_pp,seed_spread_pp,top5,nll,nll_std,ece,ece_std,brier,base_agreement,mean_pred_entropy,logit_mse_mean,logit_mse_median,logit_mse_p90,logit_mse_p95,logit_mse_p99,calib_residual,heldout_cls_residual,unc_top1,unc_delta_top1_pp,unc_nll,unc_ece,unc_base_agreement,unc_logit_mse_median,unc_logit_mse_p99,all_finite,pathology,pass_strict,pass_primary,pass_relaxed
0.75,0.7500036877838765,0.4356937458158137,0.944207286147914,0.1,10,32768,0.936279296875,0.0002114319833458102,-0.1953125,-0.30517578125,-0.0895182291666667,-0.19531250000000006,0.03662109375,0.9944661458333334,0.21214604643731513,0.00040572931741959773,0.010389863468860498,0.0003057485865489131,0.09312283078477261,0.9937744140625,0.20823326446359716,0.007568233772992164,0.003269972188800836,0.02123342249359511,0.03005154221006524,0.04714817787160382,0.1855452909039527,0.22181412496740135,0.9380696614583334,-0.016276041666662966,0.2077830208834013,0.006704368064753733,0.996337890625,0.011650347486659841,0.08030366475194455,True,,False,True,True
0.75,0.7500036877838765,0.4356937458158137,0.944207286147914,1.0,10,32768,0.936279296875,0.000244140625,-0.1953125,-0.30517578125,-0.0895182291666667,-0.19531250000000006,0.048828125,0.9944661458333334,0.212082810850327,0.0004041256813529621,0.010343823138627055,0.0005667430354693401,0.0930949898982434,0.9937337239583334,0.2081693102121819,0.007507594899898982,0.0032589958050084546,0.021047194677722526,0.029733384052691148,0.04663294663036898,0.18596146031846325,0.22093143493096293,0.9380696614583334,-0.016276041666662966,0.2077830208834013,0.006704368064753733,0.996337890625,0.011650347486659841,0.08030366475194455,True,,False,True,True
0.75,0.7500036877838765,0.4356937458158137,0.944207286147914,10.0,10,32768,0.9367268880208334,0.00039240115401175757,-0.15055338541666297,-0.2563476562500001,-0.04475911458333337,-0.15055338541666669,0.0732421875,0.9944661458333334,0.21152830698165648,0.0003730197038245721,0.009618694768426644,0.0008745736853379461,0.09286224798774478,0.9940185546875,0.20810494577045166,0.007314302544961637,0.003249855973633203,0.02033252922012044,0.028551684607534267,0.04453090384354097,0.18855174232067615,0.21828733696008365,0.9380696614583334,-0.016276041666662966,0.2077830208834013,0.006704368064753733,0.996337890625,0.011650347486659841,0.08030366475194455,True,,False,True,True
0.75,0.7500036877838765,0.4356937458158137,0.944207286147914,100.0,10,32768,0.9371337890625,0.000559396447138164,-0.10986328125,-0.2034505208333334,-0.016276041666666675,-0.10986328125000004,0.10986328125,0.9944661458333334,0.20948891178603848,0.00026267683165521463,0.008225803957580343,0.000127686260751799,0.09196954166437583,0.995361328125,0.21027724609970955,0.007552903725349675,0.003712615660650967,0.020135084570225375,0.027790615685807634,0.04289981136704594,0.2073259398017091,0.22406893204669576,0.9380696614583334,-0.016276041666662966,0.2077830208834013,0.006704368064753733,0.996337890625,0.011650347486659841,0.08030366475194455,True,,True,True,True
0.75,0.7500036877838765,0.4356937458158137,0.944207286147914,1000.0,10,32768,0.9376220703125,0.000762328857226367,-0.06103515625,-0.13427734375000003,0.008138020833333304,-0.06103515625000002,0.146484375,0.9945882161458334,0.20785212858692592,0.00016899337346776665,0.007237061687579656,0.00068372285971607,0.09101451896355027,0.9965006510416666,0.22202119893370742,0.01046088252857435,0.0060926743248215995,0.025516216229640055,0.03446077667881742,0.052747542454057716,0.2651452938173622,0.270588779465489,0.9380696614583334,-0.016276041666662966,0.2077830208834013,0.006704368064753733,0.996337890625,0.011650347486659841,0.08030366475194455,True,,True,True,True
0.75,0.7500036877838765,0.4356937458158137,0.944207286147914,10000.0,10,32768,0.9378662109375,0.00044013077093066273,-0.03662109375,-0.10986328125000004,0.03662109375,-0.03662109375000002,0.08544921875,0.9945475260416666,0.20803840843036392,0.0001884707522817083,0.006550582429284357,0.0006582695843915245,0.09071371620968033,0.9962565104166666,0.2355984845070417,0.014056491773066995,0.008794431869375034,0.032655029048769026,0.04370464402341979,0.06716460895410918,0.31655287186265046,0.3179014837769844,0.9380696614583334,-0.016276041666662966,0.2077830208834013,0.006704368064753733,0.996337890625,0.011650347486659841,0.08030366475194455,True,,True,True,True
1.0,1.0000049346948792,0.5809250225305419,1.2589429860416763,0.001,10,32768,0.9347737630208334,0.000576881790314039,-0.34586588541666297,-0.48828125,-0.20751953125,-0.3458658854166667,0.10986328125,0.9943033854166666,0.2167838303547429,0.0005302884358170963,0.009918211508695714,0.0005246892579211952,0.09493459246075016,0.9906412760416666,0.21660089216123193,0.012293448840851188,0.005352733319382756,0.034423453348271266,0.048642797974302064,0.07576507799941068,0.23459224600274178,0.28001299903656873,0.9381510416666666,-0.008138020833337034,0.21121816034340726,0.004122466870900566,0.9943440755208334,0.023246452101015006,0.16238021130343572,True,,False,True,True
1.0,1.0000049346948792,0.5809250225305419,1.2589429860416763,0.01,10,32768,0.9347737630208334,0.000576881790314039,-0.34586588541666297,-0.48828125,-0.20751953125,-0.3458658854166667,0.10986328125,0.9943033854166666,0.21678219290757753,0.0005305909068004953,0.009918589814863711,0.0005248047369419642,0.09493407231870576,0.9906412760416666,0.2165975193485926,0.012290779477365961,0.005352320906039162,0.03441772251016207,0.04861905858155539,0.07575532848451651,0.23459266595282943,0.27998751405910643,0.9381510416666666,-0.008138020833337034,0.21121816034340726,0.004122466870900566,0.9943440755208334,0.023246452101015006,0.16238021130343572,True,,False,True,True
1.0,1.0000049346948792,0.5809250225305419,1.2589429860416763,0.1,10,32768,0.9347737630208334,0.000576881790314039,-0.34586588541666297,-0.48828125,-0.20751953125,-0.3458658854166667,0.10986328125,0.9943033854166666,0.2167685986471876,0.0005316938481283303,0.009845704144119671,0.0004359478939396849,0.09492913790421288,0.9906412760416666,0.2165744765577304,0.012271042448528573,0.005347745337888943,0.034340641517937386,0.048515131430969034,0.07558395689745258,0.23461153872137172,0.2797924199973127,0.9381510416666666,-0.008138020833337034,0.21121816034340726,0.004122466870900566,0.9943440755208334,0.023246452101015006,0.16238021130343572,True,,False,True,True
1.0,1.0000049346948792,0.5809250225305419,1.2589429860416763,1.0,10,32768,0.9347330729166666,0.0006021585525288388,-0.34993489583333703,-0.4923502604166667,-0.21158854166666666,-0.34993489583333337,0.10986328125,0.9943033854166666,0.21666013652680213,0.0005329029300467231,0.009736086470545188,0.0004270402451783137,0.09488530940393214,0.9906819661458334,0.21649515105189696,0.012182041034916486,0.005328526750308531,0.0340491966404543,0.04809246659079262,0.07482756406743048,0.23494264643672183,0.27884739459389357,0.9381510416666666,-0.008138020833337034,0.21121816034340726,0.004122466870900566,0.9943440755208334,0.023246452101015006,0.16238021130343572,True,,False,True,True
