seed,label,stage_idx,block_idx,scale,bootstrap_frac,chunk_size,temperature,val_nll_calibrated,val_nll_uncalibrated,val_accuracy,val_ece,val_brier,base_agreement,build_secs,repro_ok
0,,2,0,100.0,0.05,16,0.7858584927619017,0.21211029589176178,0.21449033915996552,93.02,0.022357458162307702,0.10345747321844101,0.945,25.9,True
0,,2,0,100.0,0.1,16,1.0849553979555748,0.15760540962219238,0.15811103582382202,94.82000000000001,0.0054693922579288675,0.07798988372087479,0.9686,25.9,True
0,,2,0,100.0,0.2,16,1.1512245269701435,0.15531454980373383,0.15716314315795898,94.96,0.009431022733449961,0.07632491737604141,0.9696,26.2,True
0,,2,0,25.0,0.05,16,0.8486289190896246,0.16380703449249268,0.16483274102210999,94.62,0.012202885481715234,0.08179055899381638,0.9664,30.3,True
0,,2,0,25.0,0.1,16,1.1029973413625582,0.14015790820121765,0.1408914178609848,95.14,0.006684370979666735,0.06989814341068268,0.978,26.8,True
0,,2,0,25.0,0.2,16,1.1652806855550635,0.14022256433963776,0.14247822761535645,95.36,0.009906319105625143,0.06872972100973129,0.9796,27.6,True
0,,2,0,50.0,0.05,16,0.7874000726126574,0.20099447667598724,0.2032857984304428,93.34,0.021183967059850706,0.09890656918287277,0.9502,24.8,True
0,,2,0,50.0,0.1,16,1.0822535929197095,0.1538151651620865,0.1542787402868271,94.92,0.006176735246181446,0.07636839151382446,0.9706,25.6,True
0,,2,0,50.0,0.2,16,1.1481431805788707,0.15183483064174652,0.15359240770339966,94.94,0.010370568168163301,0.07462763786315918,0.971,26.5,True
0,,2,1,100.0,0.05,16,1.0279231908955564,0.15496580302715302,0.15501943230628967,95.02000000000001,0.008182543718814859,0.0751500278711319,0.9704,26.1,True
0,,2,1,100.0,0.1,16,1.2395696732830523,0.16067849099636078,0.16635346412658691,95.1,0.008405581104755444,0.07527336478233337,0.9712,26.2,True
0,,2,1,100.0,0.2,16,1.2899839165539764,0.16254766285419464,0.17190518975257874,95.17999999999999,0.007744071704149235,0.07540314644575119,0.9716,26.4,True
0,,2,1,25.0,0.05,16,1.080807014675246,0.14387135207653046,0.1443459689617157,95.28,0.009385644474625568,0.06940802186727524,0.9756,26.7,True
0,,2,1,25.0,0.1,16,1.2385871926622658,0.14897356927394867,0.15453608334064484,95.52000000000001,0.008607361927628527,0.06978372484445572,0.9776,26.1,True
0,,2,1,25.0,0.2,16,1.2797427209164047,0.15038414299488068,0.15886752307415009,95.44,0.010472646096348731,0.06960394233465195,0.9776,27.2,True
0,,2,1,50.0,0.05,16,1.0404597705989362,0.153220996260643,0.15333375334739685,95.14,0.0055710034459829595,0.07417576014995575,0.9724,26.4,True
0,,2,1,50.0,0.1,16,1.236780284073721,0.15843656659126282,0.16393668949604034,95.17999999999999,0.006567846450209594,0.07433212548494339,0.9714,26.2,True
0,,2,1,50.0,0.2,16,1.2876772422938152,0.16028186678886414,0.16945037245750427,95.17999999999999,0.006856685101985939,0.07430783659219742,0.9724,26.7,True
0,,3,0,100.0,0.05,64,99.99993582370774,3.0960679054260254,15.140047073364258,9.92,0.5083855442166328,1.2010654211044312,0.1022,9.6,True
0,,3,0,100.0,0.1,64,99.99993582370774,4.34522008895874,16.123868942260742,9.92,0.6859471597075462,1.4378056526184082,0.1022,10.1,True
0,,3,0,100.0,0.2,64,99.99993582370774,4.205737590789795,14.00944995880127,9.92,0.6566743488311768,1.389474630355835,0.1022,10.5,True
0,,3,0,25.0,0.05,64,0.7610793473740424,0.1249404028058052,0.13083963096141815,95.72,0.006787364888191264,0.06158704683184624,0.988,16.4,True
0,,3,0,25.0,0.1,64,0.7011955147683668,0.13032622635364532,0.14033304154872894,95.56,0.0038368400931358664,0.06302853673696518,0.9866,13.0,True
