environment,seed,factor,factor_value,factor_value_numeric,anchor_value,relative_to_anchor,status,error_message,git_commit,ridge_center,scale,subspace_dimension_K,ensemble_size_M,bootstrap_fraction,calibration_size,calibration_pool_size,per_member_calibration_size,unique_calibration_rows,feature_dimension_p,nominal_n_over_p,unique_n_over_p,layer_scope,direction_family,id_rmse,id_nll,id_total_variance,id_residual,near_rmse,near_nll,near_auroc,mid_rmse,mid_nll,mid_auroc,far_rmse,far_nll,far_auroc,far_spearman,construction_time_sec,gram_rank,gram_min_eig,gram_condition,normalized_ridge,mean_delta_w_norm,notes
Humanoid-v5,0,ridge,1.0,1.0,0.01,100.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,48.149314880371094,3.8422181606292725,194.6248321533203,1.7741517014658685,39.90169906616211,3.8525390625,0.5432597,32.75190353393555,3.7110674381256104,0.568362575,31.25875473022461,3.652148485183716,0.32687488,0.7547275307258038,0.6080090999603271,201,28.198984175625373,114685621.02742639,3.909914387562109e-08,32.016258239746094,
Humanoid-v5,0,ridge,1e-05,1e-05,0.01,0.001,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,48.149173736572266,3.8422441482543945,201.86219787597656,1.7741150518061093,39.9130744934082,3.8516736030578613,0.54568737,33.045921325683594,3.7627737522125244,0.6179075350000001,31.407711029052734,3.6552505493164062,0.35099182500000004,0.7283234579517894,0.6232802867889404,201,28.198984175625373,118752591.37597723,3.9099145404348927e-13,32.016258239746094,
Humanoid-v5,0,ridge,0.0003,0.0003,0.01,0.029999999999999995,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,48.14879608154297,3.8414618968963623,198.74891662597656,1.7741150606565705,39.909385681152344,3.8506667613983154,0.54526035,32.910823822021484,3.7471396923065186,0.61192725,31.337411880493164,3.6491448879241943,0.347566315,0.7326713928051101,0.6052095890045166,201,28.198984175625373,118751370.13039544,1.1729743621171672e-11,32.016258239746094,
Humanoid-v5,0,ridge,0.003,0.003,0.01,0.3,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,48.148460388183594,3.841162919998169,195.82440185546875,1.7741151431108932,39.907081604003906,3.8511593341827393,0.5445336000000001,32.77902603149414,3.720005750656128,0.59742967,31.284080505371094,3.6442043781280518,0.339229825,0.7442493918309595,0.6040172576904297,201,28.198984175625373,118740001.11839063,1.1729743619933398e-10,32.016258239746094,
HumanoidStandup-v5,0,ridge,0.0,0.0,0.01,0.0,ok,,d65634e+closure,original,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,31.11349105834961,4.355948448181152,128.9749755859375,1.5318894739177686,NA,NA,NA,NA,NA,NA,63.56144332885742,6.936542510986328,0.889202275,0.8224703778290408,2.290213108062744,201,24.251458593894302,11823008.253430175,0.0,8.004064559936523,
HumanoidStandup-v5,0,ridge,0.0001,0.0001,0.01,0.01,ok,,d65634e+closure,original,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,32.58308029174805,4.309757232666016,1605.4554443359375,1.531889391542199,NA,NA,NA,NA,NA,NA,140.81118774414062,6.119563579559326,0.980332035,0.9326986027641784,0.9827048778533936,201,24.251458593894302,11822959.501894442,5.167754962384042e-11,8.004064559936523,
HumanoidStandup-v5,0,ridge,0.001,0.001,0.01,0.1,ok,,d65634e+closure,original,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,31.02362823486328,4.316608905792236,278.4022216796875,1.531888650173499,NA,NA,NA,NA,NA,NA,72.8692855834961,5.669728755950928,0.9679513949999999,0.8249043206919926,0.5743229389190674,201,24.251458593894302,11822520.756164374,5.167754959980533e-10,8.004064559936523,
HumanoidStandup-v5,0,ridge,0.01,0.01,0.01,1.0,ok,,d65634e+closure,original,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,31.04690170288086,4.330044746398926,181.47454833984375,1.5318812376167554,NA,NA,NA,NA,NA,NA,66.78956604003906,5.743393421173096,0.951138445,0.7972545739233291,0.5711479187011719,201,24.251458593894302,11818135.089185873,5.16775493594541e-09,8.004064559936523,
HumanoidStandup-v5,0,ridge,0.1,0.1,0.01,10.0,ok,,d65634e+closure,original,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,31.118310928344727,4.345416069030762,141.7578582763672,1.5318072245522334,NA,NA,NA,NA,NA,NA,64.67941284179688,6.324934005737305,0.9184472850000001,0.8053432056122641,0.5899639129638672,201,24.251458593894302,11774456.7171522,5.1677546955942004e-08,8.004064559936523,
HumanoidStandup-v5,0,ridge,1.0,1.0,0.01,100.0,ok,,d65634e+closure,original,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,31.08183479309082,4.364389896392822,127.0447998046875,1.5310778476304159,NA,NA,NA,NA,NA,NA,61.21328353881836,7.420064449310303,0.8587778799999999,0.8160967228956568,0.6033623218536377,201,24.251458593894302,11354797.389116421,5.167752292083344e-07,8.004064559936523,
HumanoidStandup-v5,0,ridge,1e-05,1e-05,0.01,0.001,ok,,d65634e+closure,original,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,94.57530975341797,4.35491943359375,227586.234375,1.5318894656801998,NA,NA,NA,NA,NA,NA,1034.5858154296875,7.53490686416626,0.98328678,0.9835500087794015,0.5748841762542725,201,24.251458593894302,11823003.37825851,5.167754962624393e-12,8.004064559936523,
HumanoidStandup-v5,0,ridge,0.0003,0.0003,0.01,0.029999999999999995,ok,,d65634e+closure,original,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,45.36277389526367,4.319213390350342,44274.65234375,1.531889226791822,NA,NA,NA,NA,NA,NA,204.5114288330078,6.408906936645508,0.97921274,0.9400871686001526,0.5553512573242188,201,24.251458593894302,11822862.000029115,1.5503264885549786e-10,8.004064559936523,
HumanoidStandup-v5,0,ridge,0.003,0.003,0.01,0.3,ok,,d65634e+closure,original,8.0,20,50,0.2,819,4096,819,742,201,4.074626865671642,3.691542288557214,multi,random,31.012948989868164,4.322916507720947,221.8184356689453,1.5318870027610973,NA,NA,NA,NA,NA,NA,68.82538604736328,5.65716552734375,0.96145158,0.8095922750696379,0.5962564945220947,201,24.251458593894302,11821545.882228484,1.5503264863918175e-09,8.004064559936523,
InvertedDoublePendulum-v5,0,ridge,0.0,0.0,0.0001,0.0,ok,,d65634e+closure,original,16.0,20,50,0.05,204,4096,204,199,201,1.0149253731343284,0.9900497512437811,multi,random,0.038117457181215286,-3.2505812644958496,0.010974207893013954,0.006275271034094335,NA,NA,NA,NA,NA,NA,1.738548755645752,1.244104027748108,0.99711432,0.9570099890580999,2.2874414920806885,176,1.1204371681608283e-27,1.1232939520217942e+32,0.0,15.946849822998047,
InvertedDoublePendulum-v5,0,ridge,0.0001,0.0001,0.0001,1.0,ok,,d65634e+closure,original,16.0,20,50,0.05,204,4096,204,199,201,1.0149253731343284,0.9900497512437811,multi,random,0.017416099086403847,-3.3598928451538086,0.002104331273585558,0.006041388289277515,NA,NA,NA,NA,NA,NA,1.081471562385559,0.7358701229095459,0.9970930999999998,0.9387039095550391,0.9598042964935303,176,1.1204371681608283e-27,1258580295.6154842,1.2797326877501114e-07,15.946849822998047,
InvertedDoublePendulum-v5,0,ridge,0.001,0.001,0.0001,10.0,ok,,d65634e+closure,original,16.0,20,50,0.05,204,4096,204,199,201,1.0149253731343284,0.9900497512437811,multi,random,0.015114798210561275,-3.3804659843444824,0.0008499129326082766,0.005863412201262986,NA,NA,NA,NA,NA,NA,0.9694353342056274,1.412007451057434,0.9975140400000001,0.9333831756906318,0.5162637233734131,176,1.1204371681608283e-27,125858030.46154843,1.279731213807632e-06,15.946849822998047,
InvertedDoublePendulum-v5,0,ridge,0.01,0.01,0.0001,100.0,ok,,d65634e+closure,original,16.0,20,50,0.05,204,4096,204,199,201,1.0149253731343284,0.9900497512437811,multi,random,0.014793425798416138,-3.3660154342651367,0.000739622744731605,0.00558644012417843,NA,NA,NA,NA,NA,NA,1.0197277069091797,1.6834248304367065,0.99740144,0.9428798470252844,0.5717730522155762,176,1.1204371681608283e-27,12585803.946154842,1.2797164745695762e-05,15.946849822998047,
InvertedDoublePendulum-v5,0,ridge,0.1,0.1,0.0001,1000.0,ok,,d65634e+closure,original,16.0,20,50,0.05,204,4096,204,199,201,1.0149253731343284,0.9900497512437811,multi,random,0.015412838198244572,-3.294311046600342,0.0008400794467888772,0.006064881501114726,NA,NA,NA,NA,NA,NA,1.0571985244750977,1.6066008806228638,0.9973351100000001,0.936070868913517,0.5647764205932617,176,1.1204371681608283e-27,1258581.2946154843,0.0001279569100860291,15.946849822998047,
InvertedDoublePendulum-v5,0,ridge,1.0,1.0,0.0001,10000.0,ok,,d65634e+closure,original,16.0,20,50,0.05,204,4096,204,199,201,1.0149253731343284,0.9900497512437811,multi,random,0.017340222373604774,-3.093740224838257,0.0011597067350521684,0.008616354818586481,NA,NA,NA,NA,NA,NA,1.0761463642120361,1.4106330871582031,0.99756842,0.9346697683363057,0.5210385322570801,176,1.1204371681608283e-27,125859.02946154843,0.0012780972285109428,15.946849822998047,
