dataset,regime,maha_block_input,log10_dist,maha_penult,predictive_entropy,mutual_information,kl_to_base,prob_l2,logit_l2,base_correct
id_test,id,10.223265620317488,1.0095896447561954,5.633982063449793,0.015202431008219719,0.0005385801196098328,0.0021886047907173634,0.0014673813711851835,1.7607359886169434,1
id_test,id,11.980155837248219,1.0784624673702563,4.965136001838608,0.009283022955060005,0.00019111763685941696,0.0004202995332889259,0.0006137576419860125,1.1236159801483154,1
id_test,id,11.068681848894903,1.044095904542998,5.17196688393834,0.020895756781101227,0.0006199199706315994,0.0014176953118294477,0.0018609013641253114,1.2790879011154175,1
id_test,id,10.709079554046731,1.0297521448023035,6.684386572706214,0.149409219622612,0.013094618916511536,0.08537111431360245,0.023546762764453888,3.9568939208984375,1
id_test,id,11.931831638652428,1.0767071167215672,6.36219560726354,0.012991602532565594,0.00047280825674533844,0.0013993426691740751,0.0011264621280133724,1.698656439781189,1
id_test,id,10.35045282515245,1.0149593502918244,8.734874565164846,0.0584852397441864,0.0021752305328845978,0.008612134493887424,0.006866099312901497,2.191365957260132,1
id_test,id,10.592528728540412,1.0249996505470031,10.654144006886327,1.3745359182357788,0.24168109893798828,0.47458580136299133,0.3906285762786865,2.757601022720337,0
id_test,id,10.226451601180864,1.0097249673041429,5.793413552116068,0.00842561200261116,0.00017746258527040482,0.0003084660565946251,0.0004823370254598558,1.1104792356491089,0
id_test,id,11.907521423265434,1.0758213715397504,9.01933733278974,0.05441109091043472,0.00262422114610672,0.018225573003292084,0.0074093518778681755,3.3991663455963135,1
id_test,id,10.430156556229514,1.0182908272181648,9.34150306195392,1.4309825897216797,0.23983991146087646,0.3723073899745941,0.4015673100948334,2.397887945175171,0
id_test,id,12.185336569614496,1.0858375292784856,5.402378782062593,0.032285790890455246,0.0011741649359464645,0.0038338773883879185,0.0030803652480244637,1.606189250946045,1
id_test,id,10.805964978070769,1.0336635556652514,6.340269195773587,0.18055365979671478,0.011675357818603516,0.045669011771678925,0.028601067140698433,2.1834778785705566,1
id_test,id,12.032208415075756,1.0803453459149428,6.370539541558029,0.04985738918185234,0.0022366121411323547,0.006194675341248512,0.0050598992966115475,1.473079800605774,1
id_test,id,11.922621905007777,1.0763717716512573,6.445709546991657,0.47211596369743347,0.08913290500640869,0.3084348440170288,0.10468084365129471,3.0335309505462646,1
id_test,id,10.090430155166203,1.0039096806108927,9.36899189367848,0.21083664894104004,0.037678226828575134,0.11941754072904587,0.04302213340997696,2.828364849090576,1
id_test,id,10.768814146558691,1.032167881760316,6.961272100471815,0.2753921151161194,0.034545138478279114,0.1571708470582962,0.04854262247681618,3.447938919067383,1
id_test,id,9.909685229445792,0.9960598598046078,6.08472404289189,0.5450500249862671,0.040510594844818115,0.24801398813724518,0.12208767980337143,2.644620656967163,1
id_test,id,11.908943842607584,1.0758732473210713,10.316820689919082,0.02313896454870701,0.0007908828556537628,0.0032786394003778696,0.0023365309461951256,1.7464544773101807,1
id_test,id,9.285978023867939,0.9678276515330686,6.619237455082394,0.03731958568096161,0.0011614896357059479,0.006880220957100391,0.004383251536637545,2.117441177368164,1
id_test,id,9.494421177523636,0.977468493341651,13.282647188729033,0.8366775512695312,0.2751970887184143,0.46326354146003723,0.3914247751235962,3.898085832595825,0
id_test,id,10.07129288677834,1.0030852260205505,9.624167819835815,0.9893559217453003,0.18259435892105103,0.296108216047287,0.2623315155506134,3.0810422897338867,0
id_test,id,10.01805890663908,1.0007835810322259,4.9611968163557645,0.015610657632350922,0.00040220003575086594,0.0006833886145614088,0.0010155071504414082,1.0096240043640137,1
id_test,id,13.163044408024826,1.1193563464736682,6.9662536860132755,0.31028833985328674,0.03375336527824402,0.2135133594274521,0.05700065195560455,4.032476425170898,1
id_test,id,9.786093876482905,0.9906093775636486,9.612319739193598,0.17764972150325775,0.017871901392936707,0.07944037765264511,0.03254760056734085,2.913321018218994,1
id_test,id,11.604998353961914,1.0646450831922059,6.978708797067381,0.025827236473560333,0.0009673163294792175,0.0036610960960388184,0.002674021990969777,1.892179250717163,1
id_test,id,10.267584985710231,1.0114683062344973,5.920300697687265,0.04728442803025246,0.0017876103520393372,0.011681715026497841,0.005789193324744701,2.5285983085632324,1
id_test,id,11.396763142740005,1.0567815224895714,6.587761104364969,0.031248630955815315,0.0020233560353517532,0.006708860397338867,0.003442531917244196,2.013206958770752,1
id_test,id,12.408444066747421,1.0937173273819094,11.57921138425344,1.6166573762893677,0.29057276248931885,0.6398409008979797,0.4539584815502167,3.7369513511657715,0
id_test,id,12.394153976785491,1.0932168872351002,6.213062078367222,0.016086863353848457,0.0004159901291131973,0.0013108422281220555,0.0013238517567515373,1.5126897096633911,1
id_test,id,9.676612676009874,0.9857233579729174,8.893059904461605,0.04431017115712166,0.0034048259258270264,0.011234358884394169,0.005359251983463764,2.2207765579223633,1
id_test,id,10.142336313517236,1.006138007383568,6.317845659355086,0.05555984377861023,0.0022312551736831665,0.006388940382748842,0.0054718852043151855,1.6569286584854126,1
id_test,id,12.599779080562698,1.1003629304403209,6.401032662625402,0.006962551735341549,0.0001487303525209427,0.0005043839919380844,0.000561587221454829,1.2959007024765015,1
id_test,id,9.699291441461225,0.9867400090803919,7.176665622994122,0.026736393570899963,0.0012569092214107513,0.003404645947739482,0.002505344105884433,1.5921974182128906,1
id_test,id,12.429720337992569,1.094461357359865,4.9488336295273205,0.011306927539408207,0.0003042537719011307,0.0009648065897636116,0.000943527149502188,1.4701662063598633,1
id_test,id,10.09099380505076,1.0039339395566573,6.207911060454292,0.023505380377173424,0.0008218549191951752,0.002080983016639948,0.00198661838658154,1.3408093452453613,1
id_test,id,9.314942644496197,0.9691801851308055,4.546016990369525,0.02754821628332138,0.0011663977056741714,0.003396834246814251,0.002705930732190609,1.4707893133163452,1
id_test,id,10.597200908701344,1.0251911680538304,8.881453363236822,1.0972189903259277,0.23001736402511597,0.38905712962150574,0.3815843164920807,2.8709375858306885,0
id_test,id,10.183505871528595,1.0078973181324062,7.557358711276428,0.13738638162612915,0.020683497190475464,0.08389697968959808,0.025781037285923958,3.769357919692993,1
id_test,id,10.727521421755874,1.0304993904469852,7.252821207898911,0.06786613911390305,0.004209533333778381,0.013585963286459446,0.00910063274204731,1.9073044061660767,1
id_test,id,10.322408434037962,1.013781039110994,11.22334139598255,0.8199567198753357,0.1477472186088562,0.24140462279319763,0.27378514409065247,3.600722551345825,0
id_test,id,13.132086016427538,1.1183337187373148,8.658148374888958,0.07257140427827835,0.002633705735206604,0.007214561104774475,0.007336522452533245,1.5264767408370972,1
id_test,id,14.099462932154745,1.149202570099108,5.947923456814464,0.041173093020915985,0.0017197243869304657,0.00578269362449646,0.005258043296635151,1.530343770980835,1
id_test,id,11.658128334254352,1.0666288317822055,9.362549781208557,0.6296214461326599,0.09127038717269897,0.4193718731403351,0.15345148742198944,3.3186187744140625,1
id_test,id,10.747144041406257,1.0312930696613214,11.343281670181375,0.5869859457015991,0.08267652988433838,0.259443461894989,0.1525956690311432,3.5099380016326904,1
id_test,id,9.708192616761577,0.9871383844261976,4.7818689718637435,0.02193927764892578,0.000893251970410347,0.0033238998148590326,0.002150219166651368,1.8110851049423218,1
id_test,id,10.14116111533874,1.0060876825235259,7.868953942453894,0.022094305604696274,0.00045893527567386627,0.001120270462706685,0.0015598833560943604,1.302125096321106,1
id_test,id,11.517307450188456,1.0613509603196183,6.754657843217931,0.06727253645658493,0.0059153735637664795,0.023208992555737495,0.009272334165871143,2.518150568008423,1
id_test,id,10.828461332386894,1.0345667500392162,8.608305637093604,0.8149762153625488,0.17089426517486572,0.2034343183040619,0.3703950047492981,1.5548052787780762,1
id_test,id,10.509080464806612,1.0215647173098021,10.3159023423339,0.3798943758010864,0.0585273802280426,0.37500882148742676,0.08097893744707108,4.973686695098877,1
id_test,id,10.445919980812533,1.0189466946749903,7.9843936912504505,0.017954548820853233,0.0010855719447135925,0.005675597116351128,0.00213237339630723,2.9514658451080322,1
id_test,id,10.457114877082969,1.0194118790057465,8.941828694694284,0.011222749948501587,0.0009470274671912193,0.0016717460239306092,0.0009343341225758195,1.2501347064971924,1
id_test,id,11.623191295635815,1.0653253855242757,6.520196969442938,0.024379603564739227,0.0009845159947872162,0.0036489481572061777,0.002610249910503626,1.8989286422729492,1
id_test,id,10.780171936110502,1.032625687595524,5.11074860396175,0.019432945176959038,0.0007284898310899734,0.002345561981201172,0.002018977887928486,1.561707615852356,1
