series,perturbation_scale,id_rmse,far_nll,label_x,label_y
no_correction,4,0.25535910326748507,12.950094018101632,0.2795333512636574,10.506657787424727
no_correction,8,0.3298764836866372,3.1543669647674277,0.36110513825786433,2.559198082565255
no_correction,16,0.544153077610128,0.9469373042380583,0.5956667745087597,0.7682679378646791
no_correction,32,1.2384123175344233,1.1952823111546624,1.3556499100170079,0.9697548847711908
ls_correction,4,0.23844540380124044,6.37435838317635,0.2610184714979917,6.429677616358762
ls_correction,8,0.24316687205603552,2.5488847667832455,0.2661869100899981,2.5710045293577917
ls_correction,16,0.2535325150901231,1.123903619450816,0.2775338442632677,1.1336567762454441
ls_correction,32,0.2689674981219589,0.6548721607036145,0.2944300379061433,0.6605548489784597
