role,tier,sample_index,distance_mahal,distance_mahal_recovered,disagreement,sem_lo,sem_hi
scatter,id,1826,14.252381324768066,14.252391635397032,0.19816288401592805,,
scatter,id,6135,16.467809677124023,16.46781951659192,0.3010007795832475,,
scatter,id,421,17.895978927612305,17.895992300553008,0.419269704247147,,
scatter,id,766,9.004523277282715,9.00452638697346,0.09979180365220416,,
scatter,id,4588,9.91816234588623,9.918165384232882,0.1839204787676805,,
scatter,id,8132,7.625805854797363,7.625808853623241,0.10680706927085581,,
scatter,id,629,11.011982917785645,11.01199261375023,0.19912387638918577,,
scatter,id,9427,17.324655532836914,17.32467301223625,0.2835310753301044,,
scatter,id,806,15.355552673339844,15.35556758897994,0.23697820282091508,,
scatter,id,26,13.549491882324219,13.549505916390748,0.2377950356912489,,
scatter,id,6176,16.312192916870117,16.312209022405376,0.3244906868890699,,
scatter,id,8127,19.91864585876465,19.918669348656834,0.6971214951381439,,
scatter,id,2698,9.610511779785156,9.61052018814023,0.15666837043134246,,
scatter,id,9596,15.448796272277832,15.448812345407147,0.26815179033870973,,
scatter,id,5810,9.888286590576172,9.888292782557043,0.1661894987241569,,
scatter,id,4420,14.95836353302002,14.958373700654095,0.22544075793550655,,
scatter,id,5538,9.976714134216309,9.976718887686895,0.14538027676886434,,
scatter,id,79,7.404099464416504,7.4040996863828035,0.08978730450025059,,
scatter,id,5195,17.946752548217773,17.946769699173515,0.29197707610406703,,
scatter,id,3230,12.50078296661377,12.500788688148218,0.2229915369567319,,
scatter,id,7613,16.48418426513672,16.484191645324103,0.36813545551135907,,
scatter,id,6732,29.501171112060547,29.501208331585637,0.5635728343271879,,
scatter,id,9672,8.338969230651855,8.338973888313744,0.11515341473112808,,
scatter,id,2225,7.459018230438232,7.459022670472593,0.09281955165185476,,
scatter,id,3578,12.765156745910645,12.765170099288335,0.1816824929837367,,
scatter,id,1967,7.163708686828613,7.1637140594005055,0.08190261015126188,,
scatter,id,5057,16.268226623535156,16.26824626307321,0.3094131360419044,,
scatter,id,4791,8.428949356079102,8.428955673386525,0.11054329177942653,,
scatter,id,2298,18.08925437927246,18.08927461045295,0.38320832170702634,,
scatter,id,5724,10.332535743713379,10.332541520474878,0.13698559422267814,,
scatter,id,7596,5.306252956390381,5.306252273727662,0.049495894595901216,,
scatter,id,8069,9.645042419433594,9.645042927142269,0.16699014825295125,,
scatter,id,9236,8.495357513427734,8.49535689756755,0.13894803732304217,,
scatter,id,8670,6.840692043304443,6.840689132800023,0.07518332933181879,,
scatter,id,6581,13.17053508758545,13.170538714034873,0.28210119192961125,,
scatter,id,5704,7.172131538391113,7.172128856797809,0.08318705641660432,,
scatter,id,4222,14.50224781036377,14.502246334163337,0.24358590375921768,,
scatter,id,5587,15.797039031982422,15.797037038603023,0.23615178770888026,,
scatter,id,4234,20.37320899963379,20.373213036708176,0.2938168665106583,,
scatter,id,3755,6.304357051849365,6.304354614159308,0.07480429843786826,,
scatter,id,5771,13.329398155212402,13.329403221112209,0.23550317641507504,,
scatter,id,1266,13.066971778869629,13.066976751629696,0.2558696988037816,,
scatter,id,5410,10.375988006591797,10.37598908905529,0.13846487940260752,,
scatter,id,1393,21.35359001159668,21.353607349389947,0.48875926930795455,,
scatter,id,8687,11.309408187866211,11.30940866286832,0.16523532038944214,,
scatter,id,389,15.109768867492676,15.109772073947182,0.3962301623012714,,
scatter,id,8910,14.159974098205566,14.15997753592906,0.2899652312242667,,
scatter,id,7977,9.726648330688477,9.726648643558965,0.13760311646563123,,
scatter,id,7423,11.860772132873535,11.86077275802686,0.19906233710359492,,
scatter,id,2531,10.999167442321777,10.999166758165071,0.15401941294777816,,
scatter,id,210,14.508211135864258,14.508212082926622,0.23866084446361002,,
scatter,id,8167,8.863363265991211,8.863358902368041,0.14207972684963224,,
scatter,id,3584,7.050929546356201,7.05092304362478,0.07938929462244278,,
scatter,id,5116,8.690288543701172,8.690281576383803,0.13322232849864019,,
scatter,id,9867,13.685407638549805,13.68540339077702,0.2272833165452559,,
scatter,id,4009,25.985366821289062,25.98537040998866,0.4705647217048072,,
scatter,id,3593,12.23588752746582,12.235885837824693,0.15138770349927563,,
scatter,id,4247,11.464876174926758,11.464872120075718,0.17448495183406165,,
scatter,id,7367,19.840625762939453,19.84062743415875,0.3883231093883137,,
scatter,id,2679,8.584453582763672,8.584450000950598,0.15229354474807646,,
scatter,id,9125,8.877156257629395,8.87715216484348,0.11202342871417376,,
scatter,id,6254,16.93353271484375,16.933536653012837,0.3013016619726588,,
scatter,id,1155,15.01297378540039,15.01297183290354,0.24396152763389672,,
scatter,id,5025,28.112831115722656,28.11283293990088,0.5031973652256069,,
scatter,id,7418,7.583178520202637,7.583172169192603,0.08747095727306309,,
scatter,id,8941,11.141753196716309,11.141743949706319,0.20283603682415174,,
scatter,id,1628,11.174637794494629,11.174625534465857,0.1936177073690888,,
scatter,id,7710,13.945367813110352,13.945358269686613,0.27055799769918215,,
scatter,id,8766,19.525707244873047,19.525701702823852,0.3286640725579105,,
scatter,id,9214,11.211540222167969,11.211530268247497,0.16122568458433634,,
