env,seed,direction,regime,alpha,rel_lin_err_median,rel_by_actual_median,cosine_median,spearman_normlin_normact,remainder_median,norm_actual_median,norm_linear_median,cd_reldiff_eps1e-3,cd_reldiff_eps1e-2
Ant-v5,0,0,near,50.0,1.0045859813690186,10.600199699401855,0.009365934878587723,0.5881962049051228,16.48591423034668,1.691615343093872,16.28958511352539,0.03129668906331062,0.03129668906331062
Ant-v5,0,0,mid,0.05,0.7061738967895508,0.5739836692810059,0.8192457556724548,0.9333953348833722,0.013934038579463959,0.027935514226555824,0.02072436921298504,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,mid,0.1,0.40637606382369995,0.3919321298599243,0.9216096997261047,0.948836720918023,0.018339602276682854,0.04974501579999924,0.04144873842597008,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,mid,0.25,0.3704528510570526,0.37361663579940796,0.9324097037315369,0.9734193354833872,0.03963186591863632,0.11342562735080719,0.10362184792757034,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,mid,0.5,0.5025269985198975,0.5074245929718018,0.8746355772018433,0.9814175354383862,0.11025459319353104,0.20490974187850952,0.20724369585514069,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,mid,1.0,0.7239094972610474,0.7632746696472168,0.7267996072769165,0.9752898822470564,0.3172786831855774,0.38520699739456177,0.41448739171028137,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,mid,2.0,1.0033507347106934,1.0974805355072021,0.45084714889526367,0.9577589439735995,0.8419702053070068,0.7103301882743835,0.8289747834205627,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,mid,5.0,1.0998480319976807,1.800284743309021,0.13294976949691772,0.8919507987699694,2.4010069370269775,1.1911531686782837,2.072436809539795,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,mid,10.0,1.0423614978790283,2.91420316696167,0.057580411434173584,0.8753993849846247,4.450763702392578,1.4414198398590088,4.14487361907959,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,mid,20.0,1.016303300857544,5.070263862609863,0.011713230982422829,0.7656011400285009,8.483150482177734,1.661490797996521,8.28974723815918,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,mid,50.0,1.005053162574768,10.270736694335938,-0.007805951870977879,0.7229865746643667,20.8638916015625,2.077601194381714,20.724369049072266,0.037700191140174866,0.037700191140174866
Ant-v5,0,0,far,0.05,6.631220817565918,0.9869375824928284,0.16762925684452057,0.7373689342233556,0.637997031211853,0.6526730060577393,0.09612468630075455,0.04109099507331848,0.04109099507331848
Ant-v5,0,0,far,0.1,3.3228936195373535,0.9548579454421997,0.302900493144989,0.7650731268281709,0.6366853713989258,0.6914974451065063,0.1922493726015091,0.04109099507331848,0.04109099507331848
Ant-v5,0,0,far,0.25,1.3551313877105713,0.8250470161437988,0.5728476047515869,0.8626055651391286,0.6577011346817017,0.8693488836288452,0.48062342405319214,0.04109099507331848,0.04109099507331848
Ant-v5,0,0,far,0.5,0.9152736067771912,0.7621567249298096,0.6683790683746338,0.9424960624015601,0.9488010406494141,1.1900289058685303,0.9612468481063843,0.04109099507331848,0.04109099507331848
Ant-v5,0,0,far,1.0,0.8841266632080078,0.880394697189331,0.6142903566360474,0.9670816770419262,1.8437044620513916,2.0420045852661133,1.9224936962127686,0.04109099507331848,0.04109099507331848
Ant-v5,0,0,far,2.0,1.1362895965576172,1.1767785549163818,0.330375999212265,0.9159033975849398,4.806683540344238,4.133577823638916,3.844987392425537,0.04109099507331848,0.04109099507331848
Ant-v5,0,0,far,5.0,1.1134028434753418,1.9913787841796875,0.07238306105136871,0.8066886672166805,11.076017379760742,5.600487232208252,9.612468719482422,0.04109099507331848,0.04109099507331848
Ant-v5,0,0,far,10.0,1.0291564464569092,3.3152174949645996,0.0527741014957428,0.786100652516313,20.353591918945312,6.138614654541016,19.224937438964844,0.04109099507331848,0.04109099507331848
Ant-v5,0,0,far,20.0,1.0027254819869995,7.020839214324951,0.0646231397986412,0.7737913447836197,39.0313606262207,5.544426441192627,38.44987487792969,0.04109099507331848,0.04109099507331848
