env,seed,direction,regime,alpha,rel_lin_err_median,rel_by_actual_median,cosine_median,spearman_normlin_normact,remainder_median,norm_actual_median,norm_linear_median,cd_reldiff_eps1e-3,cd_reldiff_eps1e-2
Ant-v5,0,3,mid,0.05,0.6944068670272827,0.5762088894844055,0.819675087928772,0.9355058876471913,0.01426414493471384,0.027661893516778946,0.020640242844820023,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,mid,0.1,0.40722525119781494,0.3932127356529236,0.9199920892715454,0.9516387909697743,0.01768723875284195,0.04665950685739517,0.041280485689640045,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,mid,0.25,0.3903861343860626,0.3765656352043152,0.9310925602912903,0.9723288082202056,0.036649204790592194,0.10951390862464905,0.10320122539997101,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,mid,0.5,0.4982181787490845,0.4976584315299988,0.8796434998512268,0.9800480012000301,0.10238805413246155,0.2113853394985199,0.20640245079994202,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,mid,1.0,0.7172101736068726,0.740858256816864,0.7400311231613159,0.9757683942098554,0.2774222791194916,0.3897428512573242,0.41280490159988403,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,mid,2.0,0.9450937509536743,1.0769776105880737,0.5067374110221863,0.9594749868746719,0.7704275846481323,0.7015547752380371,0.8256098031997681,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,mid,5.0,1.0749422311782837,1.807647943496704,0.1882815957069397,0.908481212030301,2.1129307746887207,1.1905444860458374,2.0640244483947754,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,mid,10.0,1.0358216762542725,2.956965923309326,0.06474222242832184,0.8742398559964,4.330253601074219,1.4494330883026123,4.128048896789551,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,mid,20.0,1.010741949081421,5.132267475128174,0.029114410281181335,0.8289702242556066,8.468932151794434,1.5676469802856445,8.256097793579102,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,mid,50.0,0.9997549057006836,12.314310073852539,0.03950757533311844,0.8619830495762395,20.833463668823242,1.6451902389526367,20.640243530273438,0.03238898515701294,0.03238898515701294
Ant-v5,0,3,far,0.05,5.9639177322387695,0.9835234880447388,0.1959453821182251,0.7215015375384385,0.6400676965713501,0.6538960933685303,0.10413690656423569,0.03480379655957222,0.03480379655957222
Ant-v5,0,3,far,0.1,2.9721126556396484,0.9470440149307251,0.32884523272514343,0.7571319282982076,0.6351704597473145,0.6980136632919312,0.20827381312847137,0.03480379655957222,0.03480379655957222
Ant-v5,0,3,far,0.25,1.1913996934890747,0.813870906829834,0.5997202396392822,0.8529078226955675,0.6582804918289185,0.8889817595481873,0.5206844806671143,0.03480379655957222,0.03480379655957222
Ant-v5,0,3,far,0.5,0.813714861869812,0.7290475368499756,0.7117102146148682,0.9394134853371335,0.9404453039169312,1.2933785915374756,1.0413689613342285,0.03480379655957222,0.03480379655957222
Ant-v5,0,3,far,1.0,0.8684457540512085,0.8442573547363281,0.644410252571106,0.9537343433585841,1.9056637287139893,2.167520046234131,2.082737922668457,0.03480379655957222,0.03480379655957222
Ant-v5,0,3,far,2.0,1.041929006576538,1.155822992324829,0.3883916735649109,0.8723723093077328,4.635437488555908,3.940033435821533,4.165475845336914,0.03480379655957222,0.03480379655957222
Ant-v5,0,3,far,5.0,1.069826364517212,2.1092004776000977,0.0956311747431755,0.8301372534313358,11.125707626342773,5.542054176330566,10.413690567016602,0.03480379655957222,0.03480379655957222
Ant-v5,0,3,far,10.0,1.0233309268951416,4.0580735206604,0.03565908223390579,0.8288742218555465,21.604753494262695,5.156496047973633,20.827381134033203,0.03480379655957222,0.03480379655957222
Ant-v5,0,3,far,20.0,1.0062764883041382,7.731479167938232,0.018567707389593124,0.7450161254031352,42.395477294921875,5.652389049530029,41.654762268066406,0.03480379655957222,0.03480379655957222
Ant-v5,0,3,far,50.0,0.9986618757247925,18.22328758239746,0.05904386192560196,0.7935063376584415,103.61056518554688,5.533792495727539,104.13690185546875,0.03480379655957222,0.03480379655957222
Ant-v5,0,4,id,0.05,0.16490352153778076,0.16189825534820557,0.9871972799301147,0.9917992949823746,0.0012604276416823268,0.007831960916519165,0.00741308368742466,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,id,0.1,0.12496931850910187,0.127810537815094,0.9923994541168213,0.9940013500337509,0.0021820231340825558,0.015062186866998672,0.01482616737484932,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,id,0.25,0.23869305849075317,0.24309277534484863,0.973671555519104,0.9883282082052053,0.00939575769007206,0.036741577088832855,0.03706541657447815,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,id,0.5,0.427878201007843,0.44533777236938477,0.9095951914787292,0.9751008775219381,0.03356056287884712,0.06867502629756927,0.0741308331489563,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,id,1.0,0.6668457984924316,0.7866268157958984,0.7557649612426758,0.946076651916298,0.10611693561077118,0.12817642092704773,0.1482616662979126,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,id,2.0,0.9207989573478699,1.2300562858581543,0.5128039121627808,0.883580589514738,0.2700793743133545,0.219066321849823,0.2965233325958252,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,id,5.0,1.0186599493026733,2.1622047424316406,0.18439406156539917,0.8144993624840622,0.7735632061958313,0.3419903516769409,0.741308331489563,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,id,10.0,1.0197346210479736,3.6028575897216797,0.06456580758094788,0.7799039975999401,1.542506456375122,0.4484560489654541,1.482616662979126,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,id,20.0,1.0116300582885742,6.211725234985352,0.008814403787255287,0.7565109127728195,3.0183515548706055,0.4901086688041687,2.965233325958252,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,id,50.0,1.0024588108062744,13.500715255737305,0.0022962959483265877,0.6794704867621691,7.47218132019043,0.5910312533378601,7.413083553314209,0.0366937518119812,0.0366937518119812
Ant-v5,0,4,near,0.05,0.37686917185783386,0.3513762354850769,0.936620831489563,0.9368844221105528,0.0054632676765322685,0.01726500131189823,0.01605236902832985,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,near,0.1,0.23543047904968262,0.23889195919036865,0.9722380638122559,0.9624750618765471,0.007678242400288582,0.03260473534464836,0.0321047380566597,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,near,0.25,0.29673612117767334,0.2869657874107361,0.9587026834487915,0.9769099227480688,0.023000750690698624,0.08004990965127945,0.08026184886693954,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,near,0.5,0.4594160318374634,0.4561857581138611,0.9005692005157471,0.9664246606165156,0.06935612857341766,0.15773090720176697,0.1605236977338791,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,near,1.0,0.6723040342330933,0.6943801641464233,0.7754055261611938,0.9500457511437788,0.20207512378692627,0.29901865124702454,0.3210473954677582,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,near,2.0,0.8654986023902893,1.0326606035232544,0.5811564326286316,0.9126768169204231,0.532496452331543,0.5341941118240356,0.6420947909355164,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,near,5.0,1.0013269186019897,1.682377576828003,0.2933221459388733,0.8448406210155254,1.526658296585083,0.9872766733169556,1.6052370071411133,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,near,10.0,1.0142409801483154,2.68049955368042,0.14293184876441956,0.838295957398935,3.1430134773254395,1.2187247276306152,3.2104740142822266,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,near,20.0,1.0062637329101562,4.786508560180664,0.07746093720197678,0.7806660166504164,6.225374221801758,1.4150115251541138,6.420948028564453,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,near,50.0,1.0006688833236694,10.571504592895508,0.044712286442518234,0.6635460886522164,15.817028999328613,1.5712735652923584,16.052370071411133,0.03275890648365021,0.03275890648365021
Ant-v5,0,4,mid,0.05,0.7692608833312988,0.6009763479232788,0.7998743057250977,0.9134133353333834,0.013466153293848038,0.027092937380075455,0.01933123916387558,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,mid,0.1,0.4096730947494507,0.38577723503112793,0.9247018098831177,0.93443186079652,0.015727020800113678,0.04672735929489136,0.03866247832775116,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,mid,0.25,0.38180217146873474,0.3761531114578247,0.9306834936141968,0.9594689867246683,0.03750809282064438,0.1017560064792633,0.0966561958193779,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,mid,0.5,0.5334511399269104,0.5377772450447083,0.8585717678070068,0.9697802445061128,0.10974869132041931,0.19369959831237793,0.1933123916387558,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,mid,1.0,0.7584463357925415,0.7818131446838379,0.7032322883605957,0.9620895522388061,0.28057152032852173,0.3768327832221985,0.3866247832775116,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,mid,2.0,0.9166973829269409,1.0852274894714355,0.5384002923965454,0.9378294457361435,0.6955363750457764,0.6576464176177979,0.7732495665550232,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,mid,5.0,1.0123952627182007,1.6968034505844116,0.27087366580963135,0.8947303682592066,1.9840068817138672,1.132344126701355,1.9331238269805908,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,mid,10.0,1.0110024213790894,2.752492904663086,0.14493954181671143,0.8691607290182255,3.9467921257019043,1.4570026397705078,3.8662476539611816,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,mid,20.0,1.0010652542114258,4.865557670593262,0.09464217722415924,0.8637680942023552,7.6747846603393555,1.5785531997680664,7.732495307922363,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,mid,50.0,0.9944918155670166,10.54457950592041,0.1137075126171112,0.7414385359633991,19.26877212524414,1.9968883991241455,19.33123779296875,0.042123764753341675,0.042123764753341675
Ant-v5,0,4,far,0.05,6.40790319442749,0.9892239570617676,0.15824970602989197,0.7299587489687244,0.6360843181610107,0.6482458114624023,0.09671038389205933,0.048272255808115005,0.048272255808115005
Ant-v5,0,4,far,0.1,3.1848957538604736,0.9562188386917114,0.3046795725822449,0.7582044551113779,0.6257972121238708,0.6822733879089355,0.19342076778411865,0.048272255808115005,0.048272255808115005
Ant-v5,0,4,far,0.25,1.240383505821228,0.8563834428787231,0.5373848676681519,0.8309307732693317,0.6567956209182739,0.8130112886428833,0.48355191946029663,0.048272255808115005,0.048272255808115005
Ant-v5,0,4,far,0.5,0.895603358745575,0.8035796880722046,0.6398453712463379,0.93337583439586,0.947881281375885,1.1882286071777344,0.9671038389205933,0.048272255808115005,0.048272255808115005
Ant-v5,0,4,far,1.0,0.9347221851348877,0.9667940735816956,0.5417845249176025,0.9681227030675769,1.8920246362686157,1.9514691829681396,1.9342076778411865,0.048272255808115005,0.048272255808115005
Ant-v5,0,4,far,2.0,1.04878830909729,1.2930527925491333,0.3587952256202698,0.9555493887347185,4.124992370605469,3.225125789642334,3.868415355682373,0.048272255808115005,0.048272255808115005
Ant-v5,0,4,far,5.0,1.0695406198501587,2.06313157081604,0.12931287288665771,0.8557458936473413,10.769296646118164,5.3385186195373535,9.671037673950195,0.048272255808115005,0.048272255808115005
Ant-v5,0,4,far,10.0,1.016188383102417,3.880338191986084,0.0670088678598404,0.8378369459236482,19.78167724609375,5.232675552368164,19.34207534790039,0.048272255808115005,0.048272255808115005
Ant-v5,0,4,far,20.0,1.0102605819702148,7.237496376037598,-0.007506078574806452,0.7305782644566116,39.49114990234375,5.577895641326904,38.68415069580078,0.048272255808115005,0.048272255808115005
Ant-v5,0,4,far,50.0,1.00226628780365,18.891326904296875,-0.016605855897068977,0.6706187654691368,97.59169006347656,5.47043514251709,96.71038055419922,0.048272255808115005,0.048272255808115005
Ant-v5,0,5,id,0.05,0.15761278569698334,0.15809255838394165,0.9875673055648804,0.9867471686792171,0.0013567516580224037,0.008085668087005615,0.008055444806814194,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,id,0.1,0.13229794800281525,0.13078176975250244,0.9924592971801758,0.9877311932798322,0.0023950361646711826,0.015694623813033104,0.016110889613628387,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,id,0.25,0.23550638556480408,0.24161416292190552,0.9750604629516602,0.9658861471536789,0.010314847342669964,0.03837711364030838,0.04027722403407097,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,id,0.5,0.4103859066963196,0.43425601720809937,0.918243408203125,0.9444116102902574,0.03587847948074341,0.0752420723438263,0.08055444806814194,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,id,1.0,0.6734299659729004,0.7912594079971313,0.7536547780036926,0.8943298582464563,0.11115862429141998,0.13623633980751038,0.16110889613628387,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,id,2.0,0.9033925533294678,1.2544975280761719,0.4844534397125244,0.823579089477237,0.2961776852607727,0.22190485894680023,0.32221779227256775,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,id,5.0,1.0230096578598022,2.208470344543457,0.1901320219039917,0.7655081377034426,0.8246610164642334,0.3624219298362732,0.8055444955825806,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,id,10.0,1.020099401473999,3.6826980113983154,0.09151314944028854,0.6697142428560715,1.6135566234588623,0.4581282138824463,1.6110889911651611,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,id,20.0,1.003708839416504,6.676405906677246,0.05011783912777901,0.6814985374634366,3.1695854663848877,0.5188913345336914,3.2221779823303223,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,id,50.0,0.9992094039916992,16.578109741210938,0.041361335664987564,0.6346013650341259,8.050029754638672,0.5338453054428101,8.055444717407227,0.03965865448117256,0.03965865448117256
Ant-v5,0,5,near,0.05,0.31447792053222656,0.30497103929519653,0.9532172679901123,0.9435265881647042,0.005717406049370766,0.01831214129924774,0.01715165749192238,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,near,0.1,0.21045741438865662,0.20780062675476074,0.9783953428268433,0.9647521188029702,0.007566418498754501,0.03502880036830902,0.03430331498384476,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,near,0.25,0.28024452924728394,0.2812945246696472,0.9612122774124146,0.9729393234830871,0.0242113396525383,0.08604344725608826,0.0857582837343216,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,near,0.5,0.44527894258499146,0.4457443356513977,0.9048622250556946,0.9508977724443113,0.07639189809560776,0.17268067598342896,0.1715165674686432,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,near,1.0,0.680499255657196,0.6972894668579102,0.7637821435928345,0.9073591839795996,0.23240184783935547,0.33382856845855713,0.3430331349372864,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,near,2.0,0.942566990852356,1.0288243293762207,0.5295973420143127,0.8573959348983725,0.6285653710365295,0.6170871257781982,0.6860662698745728,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,near,5.0,1.0389351844787598,1.7638001441955566,0.22028766572475433,0.7842226055651392,1.783868432044983,1.0760390758514404,1.715165615081787,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,near,10.0,1.0169384479522705,2.7875571250915527,0.1508936882019043,0.734167854196355,3.4800148010253906,1.3658086061477661,3.430331230163574,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,near,20.0,0.9962831735610962,4.663976669311523,0.13494980335235596,0.6134793369834247,6.73183012008667,1.606819987297058,6.860662460327148,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,near,50.0,0.9956534504890442,11.376195907592773,0.10669654607772827,0.5839495987399685,16.858434677124023,1.6233781576156616,17.151657104492188,0.030587106943130493,0.030587106943130493
Ant-v5,0,5,mid,0.05,0.684800922870636,0.5873205661773682,0.8187839388847351,0.92531163279082,0.014435116201639175,0.028067566454410553,0.0215506199747324,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,mid,0.1,0.4028838276863098,0.38969743251800537,0.923129677772522,0.9421540538513464,0.019578304141759872,0.05044082924723625,0.0431012399494648,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,mid,0.25,0.3437248170375824,0.34159189462661743,0.942130446434021,0.9689627240681019,0.03743540495634079,0.11518623679876328,0.10775309801101685,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,mid,0.5,0.48331743478775024,0.4713132381439209,0.8871778249740601,0.9775399384984627,0.10514338314533234,0.2202174812555313,0.2155061960220337,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,mid,1.0,0.7258274555206299,0.7467218041419983,0.742186427116394,0.9652246306157655,0.29731127619743347,0.42035067081451416,0.4310123920440674,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,mid,2.0,0.9608197212219238,1.0369397401809692,0.5145132541656494,0.9217940448511215,0.7690802216529846,0.717562198638916,0.8620247840881348,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,mid,5.0,1.034637212753296,1.7014774084091187,0.23364406824111938,0.8664486612165304,2.2809560298919678,1.2954192161560059,2.155062198638916,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,mid,10.0,1.0225722789764404,2.5912797451019287,0.12072975933551788,0.7656761419035477,4.4474334716796875,1.6881155967712402,4.310124397277832,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,mid,20.0,0.9983205795288086,4.562591075897217,0.12737590074539185,0.6717107927698193,8.562688827514648,2.0040547847747803,8.620248794555664,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,mid,50.0,0.9933352470397949,11.715484619140625,0.13152095675468445,0.5557803945098628,21.655155181884766,2.049964427947998,21.550621032714844,0.03588277846574783,0.03588277846574783
Ant-v5,0,5,far,0.05,5.355464458465576,0.9796602725982666,0.20741847157478333,0.7396519912997825,0.6391541361808777,0.6671679019927979,0.11314798891544342,0.04164256900548935,0.04164256900548935
Ant-v5,0,5,far,0.1,2.6375155448913574,0.9371113777160645,0.35866987705230713,0.7741813545338635,0.6346138715744019,0.7134625911712646,0.22629597783088684,0.04164256900548935,0.04164256900548935
Ant-v5,0,5,far,0.25,1.0931833982467651,0.8031160235404968,0.6146999001502991,0.8763564089102229,0.6899192333221436,0.9114731550216675,0.5657399892807007,0.04164256900548935,0.04164256900548935
Ant-v5,0,5,far,0.5,0.780180811882019,0.7764022350311279,0.6978082656860352,0.9368064201605041,0.9452105760574341,1.2166218757629395,1.1314799785614014,0.04164256900548935,0.04164256900548935
Ant-v5,0,5,far,1.0,0.8788754940032959,0.9682375192642212,0.586724042892456,0.9520648016200406,2.044551372528076,2.0863571166992188,2.2629599571228027,0.04164256900548935,0.04164256900548935
Ant-v5,0,5,far,2.0,1.0903624296188354,1.3984110355377197,0.2863469123840332,0.8838130953273833,5.21306848526001,3.691694498062134,4.5259199142456055,0.04164256900548935,0.04164256900548935
Ant-v5,0,5,far,5.0,1.0679739713668823,2.439234972000122,0.04752145707607269,0.7868566714167855,12.337892532348633,5.200806140899658,11.314800262451172,0.04164256900548935,0.04164256900548935
Ant-v5,0,5,far,10.0,1.028062105178833,3.9496469497680664,0.006216705776751041,0.7644416110402761,23.489830017089844,5.582877159118652,22.629600524902344,0.04164256900548935,0.04164256900548935
Ant-v5,0,5,far,20.0,1.0078473091125488,8.372570991516113,-0.020308595150709152,0.7092342308557715,45.50642776489258,5.315279960632324,45.25920104980469,0.04164256900548935,0.04164256900548935
Ant-v5,0,5,far,50.0,1.0024521350860596,21.582317352294922,-0.03954815864562988,0.6657766444161105,113.1383056640625,5.284205436706543,113.14799499511719,0.04164256900548935,0.04164256900548935
