example_id,env_name,regime,seed,sensitivity_sketch,finite_disagreement,distance_to_calibration,probe_eps,n_probes,pnc_perturbation_scale,target_layer,bootstrap_frac,correction_lambda,calibration_size
683,Ant-v5,id,0,5552.84619140625,521.8215870011592,15.079656600952148,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
684,Ant-v5,id,0,1454.9593505859375,152.90478391457282,7.6217942237854,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
685,Ant-v5,id,0,1047.962158203125,107.27346119473302,9.805347442626953,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
686,Ant-v5,id,0,1747.9464111328125,175.4145754541182,12.241616249084473,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
687,Ant-v5,id,0,1875.4163818359375,190.22440716903182,14.54864501953125,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
688,Ant-v5,id,0,4021.541748046875,475.4700782979198,19.19457244873047,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
689,Ant-v5,id,0,1961.2447509765625,200.54197126274335,10.501598358154297,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
690,Ant-v5,id,0,2919.17578125,395.1946606052246,18.69487190246582,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
691,Ant-v5,id,0,971.4464111328125,104.90446807945037,12.4934720993042,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
692,Ant-v5,id,0,4737.14794921875,502.802972813117,17.815013885498047,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
693,Ant-v5,id,0,1243.5396728515625,134.75701865867157,9.091358184814453,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
694,Ant-v5,id,0,1284.10546875,133.7619960461457,8.975345611572266,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
695,Ant-v5,id,0,1677.428955078125,164.09078351241854,7.870997905731201,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
696,Ant-v5,id,0,1371.4276123046875,136.8071344742322,10.874228477478027,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
697,Ant-v5,id,0,5103.13037109375,502.77119893756105,11.89491081237793,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
698,Ant-v5,id,0,1271.8453369140625,127.96043832995719,6.174259185791016,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
699,Ant-v5,id,0,5244.27294921875,610.3279884827306,25.75799560546875,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
700,Ant-v5,id,0,893.4406127929688,103.20295233016574,17.952062606811523,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
701,Ant-v5,id,0,1923.665283203125,183.59381589276546,8.64375114440918,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
702,Ant-v5,id,0,1730.9609375,169.07795960344396,7.482395172119141,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
703,Ant-v5,id,0,941.179931640625,113.25650218747109,12.277724266052246,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
704,Ant-v5,id,0,1209.690673828125,130.70559107005167,9.566650390625,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
705,Ant-v5,id,0,6626.291015625,656.2634719283305,10.749357223510742,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
706,Ant-v5,id,0,2069.39794921875,212.48405939114753,10.272831916809082,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
707,Ant-v5,id,0,2176.920654296875,211.13381553817703,11.192434310913086,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
708,Ant-v5,id,0,1248.9927978515625,149.15593778128283,14.641884803771973,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
709,Ant-v5,id,0,3562.484375,424.7873700592096,21.8477840423584,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
710,Ant-v5,id,0,1001.7699584960938,103.53116303961869,7.746456623077393,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
711,Ant-v5,id,0,4357.931640625,448.3048750678746,15.972835540771484,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
712,Ant-v5,id,0,1990.7864990234375,204.67783889747946,15.244872093200684,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
713,Ant-v5,id,0,1105.8616943359375,108.55459914712858,10.16104793548584,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
714,Ant-v5,id,0,2417.406005859375,261.4527865769777,11.492840766906738,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
715,Ant-v5,id,0,2203.11767578125,205.16292786702869,18.016944885253906,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
716,Ant-v5,id,0,4782.63818359375,522.1837957729628,17.741178512573242,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
717,Ant-v5,id,0,1027.1678466796875,103.20727355039776,7.637597560882568,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
718,Ant-v5,id,0,1244.4698486328125,130.37358492521477,9.188931465148926,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
719,Ant-v5,id,0,1463.79150390625,141.6416912327971,6.867130279541016,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
720,Ant-v5,id,0,1024.8739013671875,124.13533886035063,16.736787796020508,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
721,Ant-v5,id,0,1424.23828125,156.59349598345975,12.54920768737793,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
722,Ant-v5,id,0,5176.93701171875,595.5805578110333,15.637260437011719,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
723,Ant-v5,id,0,5780.98486328125,592.3768583433614,14.136945724487305,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
724,Ant-v5,id,0,1896.116943359375,188.52645404588714,12.191187858581543,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
725,Ant-v5,id,0,1178.179931640625,135.00580424130115,12.905529975891113,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
726,Ant-v5,id,0,1070.1195068359375,115.02778626200958,8.584497451782227,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
727,Ant-v5,id,0,2945.814453125,306.38503484557316,14.275339126586914,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
728,Ant-v5,id,0,1731.710693359375,170.6190142563197,13.428855895996094,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
729,Ant-v5,id,0,1385.1920166015625,133.2359763973551,6.631515979766846,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
730,Ant-v5,id,0,1375.642333984375,172.3089964079248,16.098888397216797,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
731,Ant-v5,id,0,1944.34765625,197.44369645153867,14.699511528015137,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
732,Ant-v5,id,0,2933.438232421875,318.4101432995144,18.03841781616211,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
733,Ant-v5,id,0,981.1621704101562,129.57803067230952,29.39680290222168,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
734,Ant-v5,id,0,1447.67724609375,139.35587887078097,20.962255477905273,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
735,Ant-v5,id,0,848.4246826171875,87.77348989487786,6.521687984466553,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
736,Ant-v5,id,0,898.0086669921875,97.81901805706528,10.700676918029785,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
737,Ant-v5,id,0,2469.235107421875,254.51344179507655,15.209757804870605,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
738,Ant-v5,id,0,1766.4229736328125,165.29310896247256,14.617290496826172,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
739,Ant-v5,id,0,928.0848388671875,101.39759520751258,12.137166023254395,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
740,Ant-v5,id,0,1220.59814453125,120.70531699832739,7.583178520202637,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
741,Ant-v5,id,0,1637.943359375,176.01154217183208,11.860772132873535,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
742,Ant-v5,id,0,1047.7459716796875,133.50198553920595,16.06209373474121,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
743,Ant-v5,id,0,1293.5836181640625,125.05662293619767,8.346927642822266,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
744,Ant-v5,id,0,3025.6591796875,312.53207255710953,16.431333541870117,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
745,Ant-v5,id,0,2096.051025390625,201.75717632341906,11.330589294433594,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
746,Ant-v5,id,0,1176.6744384765625,124.97823942821691,11.085524559020996,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
747,Ant-v5,id,0,863.7735595703125,127.26998789482224,15.922908782958984,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
748,Ant-v5,id,0,1282.614990234375,133.6970692431792,5.7078704833984375,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
749,Ant-v5,id,0,1083.186767578125,124.51171642895139,9.158445358276367,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
750,Ant-v5,id,0,1220.8148193359375,129.00646416742248,11.299117088317871,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
751,Ant-v5,id,0,923.5724487304688,98.7121902887938,6.554965019226074,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
752,Ant-v5,id,0,1408.5762939453125,148.14161743868212,12.495356559753418,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
753,Ant-v5,id,0,1020.6925048828125,108.77420154056264,7.9860310554504395,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
754,Ant-v5,id,0,906.3900146484375,96.90161799386405,10.657754898071289,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
755,Ant-v5,id,0,1459.8309326171875,141.15327789446127,6.910300254821777,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
756,Ant-v5,id,0,1080.8623046875,133.03496405409854,14.114392280578613,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
757,Ant-v5,id,0,1018.4776611328125,112.3532557225731,10.970508575439453,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
758,Ant-v5,id,0,993.7030639648438,112.20454817436743,11.615838050842285,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
759,Ant-v5,id,0,786.5820922851562,83.34223639716478,10.099892616271973,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
760,Ant-v5,id,0,5358.71240234375,552.817496326554,15.059601783752441,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
761,Ant-v5,id,0,1430.1793212890625,139.19295978039045,10.279523849487305,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
762,Ant-v5,id,0,1077.437744140625,121.95986283925285,11.849658012390137,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
763,Ant-v5,id,0,3718.94482421875,375.76649004132526,10.350647926330566,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
764,Ant-v5,id,0,939.638671875,103.56448119995946,9.967806816101074,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
765,Ant-v5,id,0,1053.0399169921875,112.82733602336702,9.4827880859375,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
766,Ant-v5,id,0,3296.57275390625,330.9887128379504,11.47826862335205,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
767,Ant-v5,id,0,671.746826171875,71.8809827056156,11.194184303283691,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
768,Ant-v5,id,0,1183.5765380859375,124.2547614325685,10.533077239990234,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
769,Ant-v5,id,0,2230.58544921875,478.42768708446647,48.35160827636719,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
770,Ant-v5,id,0,3035.046142578125,443.62689218810544,38.396636962890625,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
771,Ant-v5,id,0,705.1117553710938,100.09593820071717,23.032995223999023,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
772,Ant-v5,id,0,557.39892578125,59.940322463553514,12.4298677444458,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
773,Ant-v5,id,0,2808.826171875,280.4205491190496,12.73746395111084,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
774,Ant-v5,id,0,1682.98095703125,183.090972685017,21.635988235473633,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
775,Ant-v5,id,0,596.2449951171875,66.74848670470456,10.471227645874023,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
776,Ant-v5,id,0,715.9722900390625,74.40417325375205,9.49515151977539,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
777,Ant-v5,id,0,2499.484130859375,283.01998092774875,16.414751052856445,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
778,Ant-v5,id,0,1461.1357421875,139.3498202508678,9.638984680175781,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
779,Ant-v5,id,0,1356.9862060546875,142.47351202307277,9.734600067138672,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
780,Ant-v5,id,0,2277.1748046875,225.83862385851532,8.819900512695312,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
781,Ant-v5,id,0,2063.173583984375,198.96463848451205,9.075224876403809,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
782,Ant-v5,id,0,1233.67041015625,124.38406102401186,10.710477828979492,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
783,Ant-v5,id,0,2929.90771484375,307.39355613383555,13.765109062194824,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
784,Ant-v5,id,0,983.3851318359375,96.2055280001158,8.180543899536133,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
785,Ant-v5,id,0,810.4193725585938,84.07982573003778,8.651182174682617,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
786,Ant-v5,id,0,788.595947265625,80.38658447439255,10.967995643615723,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
787,Ant-v5,id,0,907.3629760742188,93.87880932280729,6.479414463043213,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
788,Ant-v5,id,0,1437.3062744140625,147.11471255367508,9.163742065429688,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
789,Ant-v5,id,0,1663.917236328125,168.50658798233633,6.683892726898193,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
790,Ant-v5,id,0,1602.807373046875,158.39639123681894,7.12159538269043,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
791,Ant-v5,id,0,856.8849487304688,89.97065078901952,8.229456901550293,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
792,Ant-v5,id,0,893.7711181640625,100.2227910440796,12.431885719299316,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
793,Ant-v5,id,0,1308.9111328125,135.65060633670998,8.803462982177734,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
794,Ant-v5,id,0,5345.51806640625,595.5676060236464,13.215258598327637,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
795,Ant-v5,id,0,1969.669677734375,185.9946823178597,12.66605281829834,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
796,Ant-v5,id,0,5424.279296875,579.428806660981,21.933340072631836,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
797,Ant-v5,id,0,1374.253173828125,136.0694816743419,7.617950916290283,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
798,Ant-v5,id,0,4774.31396484375,461.40258877189797,10.612536430358887,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
799,Ant-v5,id,0,1038.9263916015625,131.4704054846535,16.41062355041504,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
800,Ant-v5,id,0,1918.7388916015625,211.78594632796495,18.70110511779785,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
801,Ant-v5,id,0,2117.680419921875,198.37660555293778,9.955388069152832,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
802,Ant-v5,id,0,1877.0809326171875,175.18457949394963,8.74191951751709,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
803,Ant-v5,id,0,3104.957763671875,317.0952474095651,13.399128913879395,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
804,Ant-v5,id,0,4085.810546875,413.85300175638406,10.337141990661621,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
805,Ant-v5,id,0,5448.3544921875,551.1969677922433,16.58928108215332,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
806,Ant-v5,id,0,1439.0186767578125,159.0515275761732,13.865026473999023,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
807,Ant-v5,id,0,1529.439697265625,152.58578109069867,6.247312545776367,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
808,Ant-v5,id,0,912.7606811523438,103.65287911040792,13.649603843688965,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
809,Ant-v5,id,0,1529.082275390625,164.43702750300466,11.481374740600586,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
810,Ant-v5,id,0,1081.6209716796875,115.17822589517698,12.801285743713379,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
811,Ant-v5,id,0,5150.4580078125,541.064048335862,14.8522310256958,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
812,Ant-v5,id,0,1544.9127197265625,151.81025256818825,6.100275039672852,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
813,Ant-v5,id,0,3077.513671875,323.0193051003114,8.466486930847168,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
814,Ant-v5,id,0,1300.1005859375,129.12082549927402,8.900160789489746,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
815,Ant-v5,id,0,1670.292236328125,158.87749677256727,8.499966621398926,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
816,Ant-v5,id,0,771.9840698242188,83.590058780705,10.91019344329834,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
817,Ant-v5,id,0,3513.3232421875,389.8387595462365,25.869171142578125,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
818,Ant-v5,id,0,3154.36279296875,340.3456539580003,22.254709243774414,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
819,Ant-v5,id,0,5630.88134765625,601.6247279853727,15.850651741027832,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
820,Ant-v5,id,0,1973.738525390625,236.94513002569457,22.39034652709961,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
821,Ant-v5,id,0,803.9252319335938,90.50264373956213,9.39486312866211,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
822,Ant-v5,id,0,1007.4256591796875,107.0208488581699,9.89604663848877,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
823,Ant-v5,id,0,1620.3033447265625,162.5179976123424,12.385327339172363,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
824,Ant-v5,id,0,1238.145751953125,147.36591356922284,14.11305046081543,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
825,Ant-v5,id,0,4052.645263671875,442.40999062877836,14.263862609863281,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
826,Ant-v5,id,0,1117.1365966796875,120.56842959822885,15.016276359558105,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
827,Ant-v5,id,0,1592.115966796875,161.03516880148985,11.966119766235352,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
828,Ant-v5,id,0,1796.302490234375,176.3114275724526,5.949433326721191,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
829,Ant-v5,id,0,1066.925048828125,106.65626873187387,10.995182991027832,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
830,Ant-v5,id,0,1165.2747802734375,122.67799990281478,6.673703193664551,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
831,Ant-v5,id,0,1105.219970703125,111.78600972603923,6.264242649078369,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
832,Ant-v5,id,0,3379.1279296875,331.60010541307463,9.944506645202637,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
833,Ant-v5,id,0,1963.5445556640625,185.38872583998798,11.296024322509766,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
834,Ant-v5,id,0,2694.061767578125,275.27822651764353,10.408552169799805,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
835,Ant-v5,id,0,1119.3048095703125,145.9589367746572,16.508264541625977,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
836,Ant-v5,id,0,1069.48095703125,147.04525399869976,19.26165771484375,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
837,Ant-v5,id,0,1126.1885986328125,112.80598493430463,10.785107612609863,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
838,Ant-v5,id,0,1145.1380615234375,117.92837563932534,5.322152614593506,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
839,Ant-v5,id,0,6081.79443359375,609.2781802129389,11.19063663482666,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
840,Ant-v5,id,0,2107.6806640625,198.8779400911574,12.527073860168457,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
841,Ant-v5,id,0,1383.8934326171875,173.6362216957635,24.924236297607422,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
842,Ant-v5,id,0,1821.8492431640625,200.25740796511977,13.86917781829834,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
843,Ant-v5,id,0,1707.6298828125,292.3053124697369,26.888391494750977,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
844,Ant-v5,id,0,1247.9566650390625,135.3300738175836,11.352505683898926,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
845,Ant-v5,id,0,4501.80126953125,454.9711606307967,17.223649978637695,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
846,Ant-v5,id,0,2140.951904296875,233.0637069583463,17.086925506591797,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
847,Ant-v5,id,0,1515.98388671875,156.49221006210647,8.390068054199219,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
848,Ant-v5,id,0,1047.477294921875,109.35590127023016,6.721452236175537,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
849,Ant-v5,id,0,1725.6060791015625,169.08954278651944,6.410487174987793,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
850,Ant-v5,id,0,810.9852294921875,86.52789962064622,15.148771286010742,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
851,Ant-v5,id,0,758.000732421875,87.36925218360562,15.068624496459961,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
852,Ant-v5,id,0,1072.87451171875,110.96703306838066,11.935544967651367,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
853,Ant-v5,id,0,874.7920532226562,101.09504560697405,16.33304786682129,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
854,Ant-v5,id,0,1572.1068115234375,175.68715163987838,23.916650772094727,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
855,Ant-v5,id,0,1740.412841796875,174.63382698967044,19.933425903320312,0.32,16,32.0,"even-indexed (l1, l3, …); LS on next layer",0.3,0.1,1024
